dimension_reduction_type,model,C,gamma,rmse,mae,r2,spearman_r,within_1_acc
"Ridge (alpha=1.0, top-100)",SVR (rbf),10.0,auto,1.142713956279391,0.9152664531222331,0.4906043931117292,0.7158854383091462,0.8256880733944955
PCA (n_components=50),SVR (rbf),0.1,scale,1.5317488840153892,1.2452305856592478,0.08471725040745692,0.5443304741732053,0.6055045871559633
PCA (n_components=50),SVR (rbf),0.1,auto,1.5317488840153892,1.2452305856592478,0.08471725040745692,0.5443304741732053,0.6055045871559633
PCA (n_components=50),SVR (rbf),1.0,scale,1.2095427005920056,0.9452496879653646,0.4292807229162484,0.6842570067993391,0.8073394495412844
PCA (n_components=50),SVR (rbf),1.0,auto,1.2095427005920056,0.9452496879653646,0.4292807229162484,0.6842570067993391,0.8073394495412844
PCA (n_components=50),SVR (rbf),10.0,scale,1.1644778684967134,0.9197540680001081,0.4710159102119854,0.692369170839705,0.8348623853211009
PCA (n_components=50),SVR (rbf),10.0,auto,1.1644778684967134,0.9197540680001081,0.4710159102119854,0.692369170839705,0.8348623853211009
"Lasso->PCA (top-100, 95%var)",SVR (rbf),0.1,scale,1.4430162331781173,1.1984520971045522,0.18768856762115482,0.5466299479076163,0.6238532110091743
"Lasso->PCA (top-100, 95%var)",SVR (rbf),0.1,auto,1.4430162331781173,1.1984520971045522,0.18768856762115482,0.5466299479076163,0.6238532110091743
"Lasso->PCA (top-100, 95%var)",SVR (rbf),1.0,scale,1.3011322423162268,1.075195246763406,0.33957575270518636,0.5948145903051835,0.7247706422018348
"Lasso->PCA (top-100, 95%var)",SVR (rbf),1.0,auto,1.3011322423162268,1.075195246763406,0.33957575270518636,0.5948145903051835,0.7247706422018348
"Lasso->PCA (top-100, 95%var)",SVR (rbf),10.0,scale,1.4264791811628266,1.1848633545169631,0.20620015918600587,0.558084645933054,0.6697247706422018
"Lasso->PCA (top-100, 95%var)",SVR (rbf),10.0,auto,1.4264791811628266,1.1848633545169631,0.20620015918600587,0.558084645933054,0.6697247706422018
"Ridge->PCA (top-100, 95%var)",SVR (rbf),0.1,scale,1.5493342325022152,1.2791360426191338,0.06358067977008242,0.48474328676273354,0.5963302752293578
"Ridge->PCA (top-100, 95%var)",SVR (rbf),0.1,auto,1.5493342325022152,1.2791360426191338,0.06358067977008242,0.48474328676273354,0.5963302752293578
"Ridge->PCA (top-100, 95%var)",SVR (rbf),1.0,scale,1.3055274659267324,1.0514772622412811,0.33510639159054,0.6089765037993813,0.7247706422018348
"Ridge->PCA (top-100, 95%var)",SVR (rbf),1.0,auto,1.3055274659267324,1.0514772622412811,0.33510639159054,0.6089765037993813,0.7247706422018348
"Ridge->PCA (top-100, 95%var)",SVR (rbf),10.0,scale,1.2702033825220969,1.0153949665824467,0.3706001111004916,0.6419372077202596,0.7522935779816514
"Ridge->PCA (top-100, 95%var)",SVR (rbf),10.0,auto,1.2702033825220969,1.0153949665824467,0.3706001111004916,0.6419372077202596,0.7522935779816514
"ElasticNet (top-200, l1r=0.5)",SVR (rbf),0.1,scale,1.4193417294509985,1.1907421143066048,0.21412391131202158,0.5652485733819099,0.6422018348623854
"ElasticNet (top-200, l1r=0.5)",SVR (rbf),0.1,auto,1.4010502168123178,1.1793092725730978,0.23424906564011794,0.5765942241993239,0.6330275229357798
"ElasticNet (top-200, l1r=0.5)",SVR (rbf),1.0,scale,1.3104371684180462,1.0663653888375488,0.3300960518339283,0.5941555658740841,0.7431192660550459
"ElasticNet (top-200, l1r=0.5)",SVR (rbf),1.0,auto,1.3088214710499693,1.0563133529668902,0.33174694334613264,0.6053637223857292,0.7706422018348624
"ElasticNet (top-200, l1r=0.5)",SVR (rbf),10.0,scale,1.2643239772558121,1.021902050152678,0.3764132474930634,0.6064968651125834,0.7431192660550459
"ElasticNet (top-200, l1r=0.5)",SVR (rbf),10.0,auto,1.2906914032573333,1.0473809636626445,0.350132277718874,0.586688202715945,0.7339449541284404
"ElasticNet->PCA (top-200, 95%var)",SVR (rbf),0.1,scale,1.4383429726083832,1.1873709619438007,0.19294144825624937,0.5218999376010424,0.6055045871559633
"ElasticNet->PCA (top-200, 95%var)",SVR (rbf),0.1,auto,1.4383429726083832,1.1873709619438007,0.19294144825624937,0.5218999376010424,0.6055045871559633
"ElasticNet->PCA (top-200, 95%var)",SVR (rbf),1.0,scale,1.3133176060507978,1.0675786485714929,0.327147818513042,0.5977967943854816,0.7339449541284404
"ElasticNet->PCA (top-200, 95%var)",SVR (rbf),1.0,auto,1.3133176060507978,1.0675786485714929,0.327147818513042,0.5977967943854816,0.7339449541284404
"ElasticNet->PCA (top-200, 95%var)",SVR (rbf),10.0,scale,1.2351312303591206,0.9952910821434807,0.4048775438366027,0.6487313228984269,0.8073394495412844
"ElasticNet->PCA (top-200, 95%var)",SVR (rbf),10.0,auto,1.2351312303591206,0.9952910821434807,0.4048775438366027,0.6487313228984269,0.8073394495412844
