dimension_reduction_type,model,n_estimators,max_depth,rmse,mae,r2,spearman_r,within_1_acc
"Ridge->PCA (top-100, 95%var)",Random Forest,20,,1.2799147698897055,1.0945454545454545,0.36419040287400584,0.5714623380271818,0.7727272727272727
"Ridge->PCA (top-100, 95%var)",Random Forest,50,10.0,1.2735840208329057,1.071087516815377,0.37046456494537394,0.5904336826672711,0.7909090909090909
"Ridge->PCA (top-100, 95%var)",Random Forest,50,20.0,1.3054152944213158,1.106909090909091,0.33860277136258665,0.5850231390722666,0.7818181818181819
"Ridge->PCA (top-100, 95%var)",Random Forest,50,30.0,1.2665716072783395,1.0796363636363637,0.37737798306389536,0.6100849216696729,0.7909090909090909
"Ridge->PCA (top-100, 95%var)",Random Forest,50,,1.247962703405398,1.08,0.3955391326661535,0.6091033068856782,0.7818181818181819
"Ridge->PCA (top-100, 95%var)",Random Forest,100,10.0,1.2456721769410541,1.0582161866992628,0.3977559665736051,0.6239680879131355,0.8181818181818182
"Ridge->PCA (top-100, 95%var)",Random Forest,100,20.0,1.2623117321370776,1.0761818181818181,0.3815590839107006,0.624730583077571,0.7454545454545455
"Ridge->PCA (top-100, 95%var)",Random Forest,100,30.0,1.2670968966320395,1.0823636363636364,0.3768614318706698,0.6007582814445999,0.8
"Ridge->PCA (top-100, 95%var)",Random Forest,100,,1.2520543119210124,1.0590909090909093,0.39156902745701827,0.6238564624902885,0.8090909090909091
"ElasticNet (top-200, l1r=0.5)",Random Forest,10,10.0,1.2011220400230727,0.9375379254926912,0.4400628921011942,0.6390953488349796,0.7909090909090909
"ElasticNet (top-200, l1r=0.5)",Random Forest,10,20.0,1.074793849155185,0.8372727272727274,0.5516519117269695,0.7263339138181059,0.8636363636363636
"ElasticNet (top-200, l1r=0.5)",Random Forest,10,30.0,1.138619578900058,0.8863636363636364,0.49682127277392873,0.6892291366978984,0.8363636363636363
"ElasticNet (top-200, l1r=0.5)",Random Forest,10,,1.1403348790437116,0.8981818181818182,0.4953040800615859,0.6908234117235283,0.8545454545454545
"ElasticNet (top-200, l1r=0.5)",Random Forest,20,10.0,1.1503734980782772,0.9387386569045665,0.48637906917249474,0.6747853833986148,0.8272727272727273
"ElasticNet (top-200, l1r=0.5)",Random Forest,20,20.0,1.0905169749835502,0.869090909090909,0.5384382217090069,0.7264266743549788,0.8272727272727273
"ElasticNet (top-200, l1r=0.5)",Random Forest,20,30.0,1.1046389784573385,0.880909090909091,0.526406530664614,0.7134718492676284,0.8727272727272727
