dimension_reduction_type,model,n_estimators,max_depth,rmse,mae,r2,spearman_r,within_1_acc,qwk
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,20,30.0,1.2192117423676958,0.9768181818181817,0.4320510593956235,0.6440305783300397,0.7818181818181819,0.403061224489796
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,20,,1.226515759821662,0.9813636363636362,0.42522577283779095,0.6320524749776892,0.8181818181818182,0.45500420521446594
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,50,10.0,1.2280875136476415,0.9793404546051238,0.4237517070875406,0.6168113935928324,0.7818181818181819,0.40404892450442853
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,50,20.0,1.2136002037514062,0.9612727272727273,0.43726710663424795,0.6558206094032083,0.7727272727272727,0.38397328881469117
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,50,30.0,1.2271430234491822,0.9703636363636363,0.4246377214310524,0.6268395404624513,0.7818181818181819,0.3546586517818806
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,50,,1.2255269738509895,0.9696363636363637,0.4261521361583883,0.6315433834130587,0.8,0.4337349397590361
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,100,10.0,1.2119365802361657,0.9738862436347856,0.4388088565592272,0.6506896678976105,0.7909090909090909,0.3967391304347826
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,100,20.0,1.1965157750736093,0.9524545454545453,0.4529993053143454,0.6690806538252673,0.7818181818181819,0.4
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,100,30.0,1.2154864346126093,0.9800000000000001,0.4355164987843001,0.6509168548531578,0.7818181818181819,0.3810775295663601
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,100,,1.1970858555068409,0.9521818181818181,0.452477943730462,0.6624721340635163,0.7909090909090909,0.40794701986754967
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,10,10.0,1.3113239790393474,1.0163320988513886,0.3429914429302032,0.56052743240658,0.7545454545454545,0.31693077564637195
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,10,20.0,1.372953021774598,1.0936363636363635,0.27978464744703047,0.5247690263234297,0.7181818181818181,0.22692768677586894
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,10,30.0,1.277497553813705,1.0254545454545454,0.37645015630427225,0.5902945877941154,0.7727272727272727,0.38075137188687214
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,10,,1.4332734307426227,1.1590909090909092,0.2151094129906218,0.4678527687085087,0.7181818181818181,0.2653830054416074
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,20,10.0,1.3486846150850011,1.0687238547989446,0.30502076760553143,0.519078674800283,0.7636363636363637,0.3224159931943854
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,20,20.0,1.3439003615663556,1.065,0.30994268843348394,0.5134851104888051,0.7454545454545455,0.2982530890498508
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,20,30.0,1.3172198684419325,1.063181818181818,0.33707016325112893,0.5501001920840562,0.7636363636363637,0.31202503352704514
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,20,,1.3419033293999032,1.105909090909091,0.31199201111497066,0.5009527218345382,0.7454545454545455,0.26415094339622636
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,50,10.0,1.31087588342305,1.0474243836001917,0.34344038210691974,0.5552173312392958,0.7909090909090909,0.3170835099618482
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,50,20.0,1.293163843939633,1.044181818181818,0.3610628690517542,0.5708766040781945,0.7636363636363637,0.31757359500446025
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,50,30.0,1.3002908765489218,1.0367272727272727,0.35400069468565487,0.547114983514926,0.7636363636363637,0.32029117379435856
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,50,,1.3259768268919883,1.0656363636363637,0.32822646752344553,0.5454718314835301,0.7545454545454545,0.2928571428571428
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,100,10.0,1.318163342287513,1.071034779029819,0.3361201609428115,0.5400158136955863,0.7454545454545455,0.2607888631090488
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,100,20.0,1.3061936373225136,1.0390909090909093,0.34812226467523444,0.5523974260016324,0.7636363636363637,0.2976995940460082
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,100,30.0,1.2803255977928572,1.0471818181818182,0.3736863494268843,0.5808898131918162,0.7545454545454545,0.3145561063542136
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,100,,1.2946754595088863,1.0375454545454545,0.35956825286557825,0.5620055445653603,0.7727272727272727,0.2943603851444291
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,10,10.0,1.3936302316865554,1.0787934219739947,0.23540203037754648,0.5199385935299058,0.7636363636363637,0.3130350731842033
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,10,20.0,1.3883934469869714,1.1181818181818177,0.2411374284226966,0.5063596420383076,0.7545454545454545,0.32221063607924916
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,10,30.0,1.314153720079961,1.0590909090909089,0.32012298282144724,0.5288803699199864,0.7272727272727273,0.36053158045155764
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,10,,1.3632181176772984,1.0872727272727272,0.26840838105153575,0.5104902074197223,0.7363636363636363,0.26601423487544484
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,20,10.0,1.3865074327515774,1.0809698426462786,0.24319772842881404,0.5205565262985005,0.7545454545454545,0.266590714896041
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,20,20.0,1.3269924984373844,1.0581818181818181,0.3067738157209787,0.5383012834074125,0.7636363636363637,0.3557443132738267
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,20,30.0,1.3824878759948411,1.0890909090909089,0.24757938573659566,0.5195998758837163,0.7272727272727273,0.2705752821359757
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,20,,1.3171163405506192,1.0377272727272726,0.3170541059344094,0.567804213295862,0.7545454545454545,0.34834123222748825
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,50,10.0,1.3343450595927677,1.0605763094897576,0.2990705189184839,0.5684091159391742,0.8,0.31378214388904935
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,50,20.0,1.363450169106434,1.1054545454545457,0.26815929203539846,0.5349118610874639,0.7454545454545455,0.24363057324840764
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,50,30.0,1.325891809654578,1.0649090909090908,0.30792334721499226,0.5680283031657054,0.7454545454545455,0.28603137022787806
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,50,,1.2805666359432097,1.0234545454545454,0.3544314159292037,0.5923391967640207,0.7909090909090909,0.3583380601247873
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,100,10.0,1.3398529108934298,1.0608285099521955,0.29327204397975926,0.5709318412662766,0.7818181818181819,0.3251928020565552
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,100,20.0,1.313356906418192,1.0524545454545453,0.32094719547110895,0.5689403203814445,0.8,0.3422965116279071
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,100,30.0,1.3195350420783554,1.0436363636363635,0.31454353201457597,0.5725202398533181,0.8181818181818182,0.3563003452243958
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,100,,1.323396113311231,1.0584545454545455,0.310526255856325,0.5649766156568277,0.7727272727272727,0.36596769623122694
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,10,10.0,1.2800568984747127,1.0158098543987624,0.3549452587738914,0.5741349378469118,0.7636363636363637,0.3900709219858156
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,10,20.0,1.302968638428137,1.0554545454545456,0.33164692868297785,0.537628812935966,0.7545454545454545,0.3744243168560023
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,10,30.0,1.258426145483462,0.9981818181818183,0.37656168662155143,0.5652796809281929,0.7727272727272727,0.3810024009603842
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,10,,1.2187549533698874,0.9809090909090907,0.41524921915668933,0.6012760251932892,0.7909090909090909,0.46439348219674115
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,20,10.0,1.2052731551228788,0.9785836701443208,0.4281146252158936,0.6053046987563427,0.7909090909090909,0.4607211848036059
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,20,20.0,1.2722296104941835,1.0550000000000002,0.36280989718896417,0.5594158015209281,0.7363636363636363,0.34944237918215615
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,20,30.0,1.286353196231325,1.0077272727272728,0.34858390812077045,0.5297525649505559,0.7636363636363637,0.42452239273410586
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,20,,1.2810240931663726,1.0286363636363638,0.35397010020822495,0.5577914929403162,0.7727272727272727,0.42703461178671653
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,50,10.0,1.2468367659182422,0.9867411656939854,0.38799182579938585,0.5757935983253454,0.7545454545454545,0.3671875
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,50,20.0,1.2731964070437407,1.0001818181818185,0.36184109838625744,0.5413611909197934,0.7454545454545455,0.36248435544430535
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,50,30.0,1.2693362617740602,1.0120000000000002,0.365704841228527,0.5489008294071548,0.7636363636363637,0.4159237626806025
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,50,,1.2505373390521517,0.9863636363636362,0.3843535918792299,0.5751975505772268,0.7636363636363637,0.36413393432066965
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,100,10.0,1.2391398691567725,0.983634986338062,0.3955245267588581,0.578842103725856,0.7272727272727273,0.37772246421904165
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,100,20.0,1.2410999520220325,0.9825454545454546,0.3936106845393025,0.5637017178087496,0.7636363636363637,0.4000317863954228
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,100,30.0,1.2584767126822953,0.9876363636363635,0.37651158250911,0.5570816077471664,0.7454545454545455,0.3868068251066423
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,100,,1.2613196552528914,0.9907272727272728,0.3736914367516919,0.5730550259301234,0.7727272727272727,0.4045789797172712
PCA (n_components=50) + SMOTE,Random Forest,10,10.0,1.3078349417761101,1.0903181185641437,0.3266453005381539,0.5366192294672011,0.7454545454545455,0.43512614360964796
PCA (n_components=50) + SMOTE,Random Forest,10,20.0,1.3730523395969751,1.1072727272727274,0.25781494013534634,0.4968951483569256,0.7181818181818181,0.35654008438818563
PCA (n_components=50) + SMOTE,Random Forest,10,30.0,1.3320182908927067,1.0645454545454545,0.30151288391462794,0.5050373093871839,0.6727272727272727,0.29131054131054146
PCA (n_components=50) + SMOTE,Random Forest,10,,1.3333825748483032,1.0718181818181818,0.3000813378448727,0.5391002728495019,0.7272727272727273,0.4032575119348497
PCA (n_components=50) + SMOTE,Random Forest,20,10.0,1.3303942481021735,1.065872204514994,0.30321508491220395,0.5258031474457832,0.7454545454545455,0.3459946792787466
PCA (n_components=50) + SMOTE,Random Forest,20,20.0,1.3019565695870616,1.0372727272727271,0.33268479958355035,0.5333222449597215,0.7272727272727273,0.406313350709528
PCA (n_components=50) + SMOTE,Random Forest,20,30.0,1.2714433458940204,1.0295454545454545,0.3635972475273297,0.5708995400989861,0.7363636363636363,0.43824296897651493
PCA (n_components=50) + SMOTE,Random Forest,20,,1.2972085414458232,1.045,0.3375431090577826,0.5574309842204291,0.7,0.37535693889206156
PCA (n_components=50) + SMOTE,Random Forest,50,10.0,1.2945280500096878,1.0646769458785599,0.340278020745419,0.5478111252543033,0.7,0.3739328400682983
PCA (n_components=50) + SMOTE,Random Forest,50,20.0,1.2935026443378812,1.0647272727272727,0.3413227485684541,0.5449076922017241,0.7090909090909091,0.38359234907352047
PCA (n_components=50) + SMOTE,Random Forest,50,30.0,1.2850412091022254,1.0516363636363637,0.34991202498698615,0.5578892300370232,0.7272727272727273,0.4177688326624497
PCA (n_components=50) + SMOTE,Random Forest,50,,1.2798650497042825,1.043090909090909,0.3551385996876628,0.564468999455912,0.7727272727272727,0.4547833672579238
PCA (n_components=50) + SMOTE,Random Forest,100,10.0,1.2976664547275496,1.070099090559967,0.33707533330704964,0.5526898074309198,0.7272727272727273,0.422027570361861
PCA (n_components=50) + SMOTE,Random Forest,100,20.0,1.300467048969156,1.0652727272727274,0.33421082769390964,0.5445965394532072,0.7272727272727273,0.37894887995404936
PCA (n_components=50) + SMOTE,Random Forest,100,30.0,1.2766743017415494,1.042818181818182,0.3583499154086415,0.5718642312126385,0.7272727272727273,0.38612866168868465
PCA (n_components=50) + SMOTE,Random Forest,100,,1.29026530041482,1.0560909090909092,0.34461566241540875,0.5535767143971361,0.7181818181818181,0.3537666174298375
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,10,10.0,1.3047984237152999,1.0606064238091384,0.3297684470649349,0.5413233582860039,0.7090909090909091,0.2821079204796466
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,10,20.0,1.3668809883686424,1.0963636363636362,0.2644716293597087,0.4513577116991332,0.7272727272727273,0.23775793039728976
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,10,30.0,1.245500994488855,1.0090909090909088,0.389302446642374,0.5944084338265102,0.7636363636363637,0.33318264014466537
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,10,,1.3473880456106717,1.1054545454545455,0.2853006246746488,0.5348223419476152,0.7545454545454545,0.30696661828737304
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,20,10.0,1.2584200622604058,1.037370501558668,0.37656771399974787,0.5837938386119252,0.7363636363636363,0.29677623261694064
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,20,20.0,1.2728636290592241,1.0472727272727274,0.3621746486205103,0.5718917390755356,0.7545454545454545,0.3338063702302113
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,20,30.0,1.2789022281202378,1.0254545454545456,0.35610847214992225,0.5659034578517573,0.7181818181818181,0.269959614787201
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,20,,1.2728100622423812,1.0336363636363637,0.36222833159812606,0.5733857167942631,0.7454545454545455,0.31918936035465484
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,50,10.0,1.2996345942547054,1.0686336108746002,0.3350629245555222,0.5383303199266485,0.7272727272727273,0.2709984152139462
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,50,20.0,1.2240959558347169,0.9899999999999999,0.4101128318584072,0.6075543000724343,0.7545454545454545,0.3599873577749684
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,50,30.0,1.2788219010266655,1.0496363636363635,0.3561893545028634,0.575353679670941,0.7181818181818181,0.28042763157894735
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,50,,1.254708948503415,1.026727272727273,0.38023932847475284,0.5884683205727578,0.7545454545454545,0.3142633228840126
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,100,10.0,1.2414903840699734,1.03374067637208,0.39322910195756333,0.5934864671714332,0.7454545454545455,0.324884029158383
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,100,20.0,1.2450538506061057,1.0257272727272728,0.38974085762623645,0.5963964862393725,0.7363636363636363,0.258893280632411
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,100,30.0,1.2612281172081299,1.035818181818182,0.3737823399271213,0.5702083358476515,0.7636363636363637,0.32760855476344786
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,100,,1.2276948095738394,1.0234545454545454,0.40663918532014576,0.6196469841981654,0.7636363636363637,0.3168016194331984
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,10,10.0,1.499720237522968,1.236854269067165,0.1145612451485244,0.2986904394634789,0.6818181818181818,0.1006626696118651
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,10,20.0,1.4309564506428432,1.1800000000000002,0.1938964081207707,0.392744210001681,0.6727272727272727,0.1310586734693877
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,10,30.0,1.4311470288484751,1.1418181818181818,0.1936816762103073,0.3877001224544465,0.6909090909090909,0.09169550173010377
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,10,,1.4382438786747727,1.1563636363636365,0.1856650182196775,0.4340111510537738,0.6909090909090909,0.2371601208459213
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,20,10.0,1.3906974182224972,1.1402147896559842,0.23861674780343267,0.44185818325374027,0.7090909090909091,0.21238244514106586
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,20,20.0,1.3505975108682957,1.1004545454545454,0.28189175559604396,0.4604780106885191,0.7181818181818181,0.19999999999999996
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,20,30.0,1.339105875371528,1.1095454545454546,0.2940598971889642,0.5051312561232103,0.7454545454545455,0.3033052495139339
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,20,,1.3380616917426083,1.0945454545454545,0.29516039823008866,0.4937238441598632,0.7272727272727273,0.24424184261036463
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,50,10.0,1.4018060670171753,1.1271499229752926,0.22640457381355594,0.4209043736145325,0.6909090909090909,0.12309728656518859
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,50,20.0,1.3356659898206724,1.0812727272727272,0.2976820666319626,0.5187040978889328,0.6727272727272727,0.17805989583333337
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,50,30.0,1.3567889900925507,1.1001818181818184,0.27529268610098934,0.5027965940731798,0.7090909090909091,0.173653660109642
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,50,,1.3294017793387711,1.084,0.3042542946382095,0.5058684153841982,0.7181818181818181,0.2199936326010824
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,100,10.0,1.3663324375654486,1.117282411807651,0.26506186906829665,0.47134094504048085,0.7090909090909091,0.21138211382113825
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,100,20.0,1.36175955693694,1.1012727272727272,0.26997306090577833,0.4886001920660339,0.7,0.18026231605886123
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,100,30.0,1.3451177711196214,1.0981818181818184,0.2877070536179075,0.48925218769844664,0.7181818181818181,0.1874799871918028
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,100,,1.3694793303893407,1.1093636363636363,0.2616725989068195,0.47385778538550244,0.7272727272727273,0.21023091725465037
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,10,10.0,1.1744687339193782,0.9754923590133692,0.4569736021555941,0.643816206916717,0.7727272727272727,0.46715328467153283
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,10,20.0,1.1424853291280057,0.909090909090909,0.48614653826132237,0.6509597602306889,0.8090909090909091,0.495171202809482
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,10,30.0,1.2050273478601674,1.0263636363636361,0.42834786569495076,0.6137041061339442,0.7363636363636363,0.40622126877106945
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,10,,1.2301884556293141,0.9718181818181817,0.40422631441957324,0.6300812994078634,0.7818181818181819,0.43855932203389836
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,20,10.0,1.2522183777905092,1.0365461340610849,0.38269731016777864,0.5884835251604287,0.7181818181818181,0.379608621667612
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,20,20.0,1.1878552100319297,0.9654545454545453,0.444524336283186,0.639296217372045,0.7272727272727273,0.4042522831050228
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,20,30.0,1.2042443877612823,0.9931818181818182,0.42909048021863616,0.6202328136470613,0.7818181818181819,0.4500594530321046
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,20,,1.2269326128046465,1.0045454545454546,0.4073757157730349,0.623469280892542,0.8,0.39562825709322524
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,50,10.0,1.1952326335132357,0.9773651824494591,0.43760311415274233,0.6330737994865392,0.7272727272727273,0.40601503759398494
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,50,20.0,1.1890423954518266,0.9685454545454545,0.44341345653305586,0.6301208369625532,0.7909090909090909,0.44350629413570786
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,50,30.0,1.1868414920589554,0.9656363636363636,0.44547201978136397,0.6388582937283079,0.7818181818181819,0.41487775790101367
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,50,,1.1760349407301562,0.9430909090909092,0.455524336283186,0.6348336589951136,0.7454545454545455,0.4338235294117647
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,100,10.0,1.1628394426741195,0.9540541003304315,0.4676741804331159,0.6489228779595879,0.7636363636363637,0.4205809641532756
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,100,20.0,1.1993339060419406,0.9836363636363636,0.4337369208745445,0.6366710718991505,0.7272727272727273,0.38714153561517095
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,100,30.0,1.1824815970122864,0.9646363636363636,0.44953868427902166,0.6350287453176486,0.7363636363636363,0.41023284313725494
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,100,,1.1821402008837423,0.9724545454545455,0.4498564875065071,0.6271313103835156,0.7454545454545455,0.3887530562347188
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,10,10.0,1.1601118601316323,0.974709253423107,0.47016852261131215,0.6542374588241524,0.8181818181818182,0.4710549515133706
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,10,20.0,1.1584079984656057,0.9245454545454546,0.47172371160853743,0.6764353704478647,0.7909090909090909,0.5464928782585328
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,10,30.0,1.191904511123422,0.9445454545454545,0.4407307391983343,0.6444414797371951,0.7909090909090909,0.47253184713375784
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,10,,1.178172699179076,0.9354545454545455,0.4535430765226445,0.647050927173054,0.7727272727272727,0.4956674790143515
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,20,10.0,1.1789709827841188,0.9465099636052892,0.45280231009929395,0.6388176878472965,0.8,0.46149306580112126
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,20,20.0,1.1681181447096864,0.9454545454545454,0.46283023165018233,0.656016662980487,0.7636363636363637,0.4890817469204928
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,20,30.0,1.1389089675490471,0.9068181818181821,0.48935856975533587,0.6682717468102728,0.7818181818181819,0.4973190348525468
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,20,,1.161131892907637,0.9336363636363637,0.4692364003123376,0.6559713828012171,0.7909090909090909,0.4738299639988922
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,50,10.0,1.1481355537002558,0.9192347812437984,0.4810513885666916,0.6672448266185896,0.7909090909090909,0.49700342465753433
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,50,20.0,1.1420428267721916,0.9232727272727272,0.4865445080687144,0.6741082215470714,0.7727272727272727,0.4416204559457796
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,50,30.0,1.1776586941894498,0.9538181818181818,0.4540197813638731,0.6393896267093006,0.7818181818181819,0.47101449275362317
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,50,,1.1593415058871683,0.937818181818182,0.47087194169703295,0.6655741602103826,0.7818181818181819,0.4783959751405742
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,100,10.0,1.1367359144160358,0.9210995411756067,0.4913053317480657,0.677902574189056,0.8,0.5037037037037038
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,100,20.0,1.1438777747803144,0.9267272727272727,0.48489321967725163,0.6623357443066608,0.7909090909090909,0.4979919678714859
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,100,30.0,1.1484926880679105,0.9197272727272726,0.4807284942738158,0.6676631708648741,0.7818181818181819,0.473042730140522
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,100,,1.1385676807446994,0.9159999999999998,0.48966456272774606,0.6753515107254973,0.7909090909090909,0.48782234957020054
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,10,10.0,1.2209930547800685,0.9775521966674534,0.41842394217509693,0.6192537649534816,0.7431192660550459,0.4763092269326684
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,10,20.0,1.2610247762191402,1.0211009174311927,0.37966344890990245,0.6069887263803448,0.7431192660550459,0.45255474452554745
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,10,30.0,1.253033017569476,1.0623853211009173,0.3875013133701073,0.6025541741745033,0.7431192660550459,0.4289807613589849
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,10,,1.2566155214731909,1.0091743119266054,0.3839939584975044,0.6065538334545817,0.7522935779816514,0.48621359223300964
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,20,10.0,1.228371133637184,0.9712566647213319,0.4113741423021804,0.6329578260598723,0.7706422018348624,0.4731182795698925
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,20,20.0,1.1875597522388568,0.9536697247706423,0.4498373883635407,0.6730680001615266,0.7889908256880734,0.5378973105134475
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,20,30.0,1.2515953122667378,1.0013761467889908,0.3889060447859205,0.6088180197107055,0.7798165137614679,0.4985971943887775
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,20,,1.2539570394876907,1.0004587155963303,0.3865976326503806,0.619544280561681,0.7339449541284404,0.41959798994974884
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,50,10.0,1.2109444152488946,0.9609220081856275,0.42795716630457126,0.6361070263822319,0.7522935779816514,0.4541935483870967
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,50,20.0,1.2374092497537534,0.9811009174311928,0.40268028631468333,0.6167964780395765,0.7155963302752294,0.4042086804033319
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,50,30.0,1.209820670614398,0.9708256880733944,0.4290183740478064,0.6452366857659334,0.7614678899082569,0.4365482233502539
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,50,,1.1864015441043607,0.948440366972477,0.45090999474651927,0.6786240682328301,0.7981651376146789,0.47523016220955727
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,100,10.0,1.2162896361204234,0.9744589650966807,0.422895920337067,0.6525147868985507,0.7706422018348624,0.4155844155844156
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,100,20.0,1.1902432100552258,0.9453211009174313,0.4473482400840556,0.6699301945496309,0.7522935779816514,0.46658259773013866
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,100,30.0,1.1787935054284815,0.9418348623853212,0.4579297149986864,0.676712717684921,0.7339449541284404,0.382699868938401
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,100,,1.19166293491856,0.9407339449541285,0.44602904517993147,0.6531361852562796,0.7706422018348624,0.4623979372582724
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,10,10.0,1.2621889411114093,0.9994144218257257,0.37851754377059743,0.6310323419159133,0.7798165137614679,0.5094549499443827
