dimension_reduction_type,model,n_estimators,max_depth,rmse,mae,r2,spearman_r,within_1_acc,qwk
PCA (n_components=50) + SMOTE,Random Forest,50,30.0,1.2412032285429548,0.9780000000000001,0.4113775616533518,0.6351234689194234,0.7909090909090909,0.476454293628809
PCA (n_components=50) + SMOTE,Random Forest,50,,1.2554101104637263,0.9867272727272727,0.39782563390065984,0.6091289507966985,0.7545454545454545,0.4092664092664092
PCA (n_components=50) + SMOTE,Random Forest,100,10.0,1.2639127225749687,0.9909307545036976,0.3896412270526026,0.605535396516595,0.7636363636363637,0.4326962179747865
PCA (n_components=50) + SMOTE,Random Forest,100,20.0,1.263051499705808,0.9946363636363639,0.39047273358805146,0.6175114008209717,0.7363636363636363,0.3855421686746987
PCA (n_components=50) + SMOTE,Random Forest,100,30.0,1.2555100376123858,0.9807272727272728,0.39772976728030573,0.6048411858460941,0.7727272727272727,0.436818732337505
PCA (n_components=50) + SMOTE,Random Forest,100,,1.267738143308783,1.0027272727272727,0.3859409517193467,0.5985469974564608,0.7727272727272727,0.4688995215311005
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,10,10.0,1.3847325891725066,1.1222773276954472,0.26737312335254126,0.5183285073386568,0.7454545454545455,0.3395904436860069
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,10,20.0,1.3394367880161087,1.0772727272727274,0.3145189301840914,0.574084890255373,0.7090909090909091,0.42063174730107966
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,10,30.0,1.3822577052186626,1.0954545454545455,0.2699895797151789,0.499129197581325,0.8,0.35792019347037474
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,10,,1.3927735572655673,1.1163636363636364,0.2588398749565819,0.5255637075557127,0.7090909090909091,0.30597014925373134
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,20,10.0,1.3582571126440404,1.086275331379596,0.2951203117565342,0.5504510957964068,0.7636363636363637,0.34503424657534243
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,20,20.0,1.4037368958345695,1.1204545454545454,0.24712573810350802,0.497660491433176,0.7454545454545455,0.32179226069246436
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,20,30.0,1.349595899115395,1.0945454545454545,0.3040812782216046,0.5515942953418214,0.7454545454545455,0.41271186440677965
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,20,,1.3504881272407327,1.0636363636363637,0.3031608197290725,0.5412678663074746,0.7545454545454545,0.4175365344467641
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,50,10.0,1.368435801390907,1.100105257663622,0.28451608309093024,0.5332426777320712,0.7272727272727273,0.32133676092544994
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,50,20.0,1.3758263632516212,1.1012727272727276,0.2767669329628343,0.5174278711079173,0.7272727272727273,0.30648672181105796
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,50,30.0,1.4067098944959218,1.1460000000000001,0.2439333101771448,0.4880693289687979,0.7181818181818181,0.31693077564637195
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,50,,1.3808245231152159,1.1141818181818182,0.2715026050712054,0.5060804282158919,0.7363636363636363,0.3035714285714287
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,100,10.0,1.3496095789728553,1.075102437232926,0.30406717012128637,0.5618198708579165,0.7363636363636363,0.33218291630716135
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,100,20.0,1.365080084230825,1.0898181818181818,0.28802084056964217,0.5377772921266845,0.7181818181818181,0.3137598597721297
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,100,30.0,1.3589223671718704,1.0935454545454546,0.2944296630774573,0.552892725214009,0.7363636363636363,0.33405452185201223
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,100,,1.335750044663365,1.0660909090909094,0.31828725251823553,0.5690915218943874,0.7363636363636363,0.3554788610871441
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,10,10.0,1.3288724875498177,1.0291857686999932,0.32528923342010263,0.5424101734956682,0.7636363636363637,0.33828846926476497
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,10,20.0,1.3861326186060396,1.0663636363636362,0.26589093435220545,0.4729547850416697,0.7727272727272727,0.31829170024174047
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,10,30.0,1.3470843936577854,1.028181818181818,0.30666898228551576,0.5345073785996086,0.7818181818181819,0.38455349959774754
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,10,,1.2758241543125264,0.9918181818181822,0.3780826675929141,0.6039815172387778,0.7909090909090909,0.4076923076923077
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,20,10.0,1.3239533517060427,1.0375787632322433,0.33027519095414004,0.5259788305418173,0.7636363636363637,0.3251961639058413
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,20,20.0,1.2800834489843373,1.0086363636363636,0.3739232372351511,0.5919819296580723,0.7454545454545455,0.3873150105708246
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,20,30.0,1.2873951854952557,1.0086363636363636,0.36675060784994784,0.5785935192416919,0.7727272727272727,0.36802030456852797
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,20,,1.271836538953879,1.0104545454545455,0.3819642236887808,0.6118283680928707,0.7727272727272727,0.4104477611940298
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,50,10.0,1.235082134922401,0.9914877832231863,0.41716892393021054,0.6453106441917024,0.7818181818181819,0.4287616511318243
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,50,20.0,1.2802073695659266,1.0065454545454544,0.37380201458839857,0.5942463230137343,0.7636363636363637,0.31932773109243695
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,50,30.0,1.2549943860794395,0.9985454545454547,0.3982243834664815,0.5992903079748634,0.7727272727272727,0.3833407971339007
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,50,,1.2460322482329114,0.9741818181818181,0.4067884682181312,0.629584232548702,0.8090909090909091,0.4673388864533099
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,100,10.0,1.261645464466828,0.9994050953086944,0.3918290358420665,0.6217867914443544,0.7909090909090909,0.4108352144469526
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,100,20.0,1.2744164439959462,1.019909090909091,0.3794543244182007,0.6095270745116638,0.7636363636363637,0.3469026548672567
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,100,30.0,1.2624042717982802,1.001909090909091,0.39109725599166356,0.6061270249058576,0.7818181818181819,0.383016364440513
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,100,,1.2548668889929757,1.0036363636363639,0.39834664814171583,0.6126215752388827,0.7727272727272727,0.3979011805859204
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,10,10.0,1.2471587113559746,0.9584977195517247,0.40571540936359696,0.6320489565645169,0.8181818181818182,0.5331083930830873
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,10,20.0,1.1785198729376993,0.9454545454545453,0.4693296283431747,0.6724881727258057,0.7818181818181819,0.5084188911704313
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,10,30.0,1.2560037637465322,0.9936363636363637,0.3972559916637721,0.5908579623407212,0.7818181818181819,0.446843853820598
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,10,,1.1696153213770757,0.9727272727272726,0.4773185133726988,0.6720959490991242,0.8272727272727273,0.4513618677042801
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,20,10.0,1.2179027702357648,0.9814638137299248,0.43326992930783415,0.641500015899367,0.7636363636363637,0.477469670710572
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,20,20.0,1.1716732402074317,0.9336363636363638,0.47547759638763454,0.6812141095825799,0.8272727272727273,0.5052454888795636
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,20,30.0,1.1552154462578517,0.9204545454545456,0.4901094129906217,0.6943013290850824,0.8,0.5243128964059196
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,20,,1.1658590278105123,0.9145454545454547,0.48067037165682513,0.689301632646438,0.8272727272727273,0.5515202702702704
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,50,10.0,1.21347125214431,0.9807970605524651,0.43738668712790973,0.6500735097126766,0.7909090909090909,0.4913043478260869
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,50,20.0,1.1759066134844056,0.9363636363636364,0.4716804445988191,0.6765523686867245,0.8181818181818182,0.49056603773584917
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,50,30.0,1.170563190015038,0.9280000000000002,0.4764709968739146,0.6856040703687708,0.8181818181818182,0.4803878360511239
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,50,,1.1815090504789358,0.9487272727272728,0.46663424800277864,0.6816261299060128,0.8,0.5177182368193604
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,100,10.0,1.1761048019913898,0.944530175258692,0.47150234255160584,0.6859971134219274,0.8,0.4902582691436339
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,100,20.0,1.171409795541641,0.9388181818181817,0.4757134421674193,0.6824107631586891,0.8090909090909091,0.5036908380373426
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,100,30.0,1.1634982517469383,0.9295454545454548,0.4827714484195901,0.6917932646074494,0.8090909090909091,0.502394427514149
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,100,,1.144611089171578,0.9205454545454544,0.49942757902049295,0.7066238514811614,0.8363636363636363,0.5637065637065637
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,10,10.0,1.368137141494491,1.0749013467829642,0.28482835646738847,0.5060898864741851,0.7090909090909091,0.355095541401274
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,10,20.0,1.2909475026295432,1.041818181818182,0.363251128864189,0.5835280098931905,0.7818181818181819,0.4701670644391408
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,10,30.0,1.3787675656179326,1.11,0.27367141368530734,0.5226105067971143,0.7363636363636363,0.40192153722978385
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,10,,1.316676256198297,1.0709090909090908,0.33761722820423756,0.5546803418497017,0.7727272727272727,0.46224066390041507
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,20,10.0,1.353715206638164,1.1096254862494488,0.29982655548740966,0.5287196474920874,0.7181818181818181,0.35012594458438295
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,20,20.0,1.2972260614655622,1.0331818181818182,0.35704237582493914,0.5662904356769058,0.7363636363636363,0.4336175395858708
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,20,30.0,1.3717937825410136,1.1190909090909091,0.2810003473428274,0.5051722005806185,0.7636363636363637,0.38156831042845596
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,20,,1.3635431786342522,1.0859090909090907,0.2896231330323028,0.5137504331983564,0.7181818181818181,0.3525987525987526
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,50,10.0,1.2900353556485622,1.0489292019581775,0.36415062844541723,0.5622578885002133,0.7636363636363637,0.3793103448275863
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,50,20.0,1.3215225379015745,1.0625454545454545,0.33273219868009707,0.5415884886707136,0.7181818181818181,0.36310025273799507
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,50,30.0,1.321895333499318,1.0612727272727276,0.33235567905522734,0.5465519300424049,0.7181818181818181,0.3574210298572048
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,50,,1.2850695064328763,1.0352727272727273,0.369036470996874,0.5953099154961061,0.8,0.4472681067344346
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,100,10.0,1.2979828924566157,1.0558417364783501,0.35629192496663886,0.564397258879431,0.7818181818181819,0.3908629441624365
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,100,20.0,1.3083320401460508,1.060727272727273,0.34598610628690507,0.548104162344669,0.7181818181818181,0.3565891472868217
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,100,30.0,1.2783206312829487,1.0290909090909093,0.3756464050017366,0.5912515945736352,0.7727272727272727,0.4173228346456693
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,100,,1.2967578452012192,1.0404545454545455,0.3575064258423063,0.5652636531071826,0.7727272727272727,0.4152866242038217
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,10,10.0,1.4072973302813403,1.1190583375072338,0.24330171816648605,0.4842141727064781,0.7272727272727273,0.26561199000832647
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,10,20.0,1.2359023203532493,1.0145454545454544,0.416394581451893,0.6089440112271035,0.7545454545454545,0.3719115734720415
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,10,30.0,1.24954537187076,1.0118181818181817,0.4034386939909692,0.6138151258973227,0.7454545454545455,0.39511201629327897
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,10,,1.3401153274659203,1.1154545454545457,0.31382424452935054,0.5362822929832446,0.7454545454545455,0.3480372318899231
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,20,10.0,1.263381005192455,1.0370812902810858,0.39015466456783343,0.5900220888550102,0.7545454545454545,0.4250521920668058
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,20,20.0,1.2476341246899707,1.0072727272727273,0.4052622438346649,0.6024717025973976,0.7636363636363637,0.3789010989010989
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,20,30.0,1.2986531484580477,1.0718181818181816,0.35562695380340403,0.5674995794191768,0.7272727272727273,0.341824157764996
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,20,,1.288321670730073,1.0427272727272727,0.36583883292810027,0.5935805582692635,0.7636363636363637,0.37759864234196017
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,50,10.0,1.3026258787345282,1.0427173548167474,0.351678500193195,0.5542629138502914,0.7363636363636363,0.35543766578249336
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,50,20.0,1.242825227236133,1.0114545454545454,0.4098381382424453,0.6267424096784089,0.7727272727272727,0.38601036269430045
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,50,30.0,1.272007718672979,1.0143636363636361,0.38179784647447035,0.6036474331319716,0.7636363636363637,0.3771626297577856
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,50,,1.276157585025526,1.0318181818181817,0.3777575547064952,0.5948323823015585,0.7272727272727273,0.32609658839167033
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,100,10.0,1.273015258330876,1.03743890361146,0.3808181199244356,0.5906737067052122,0.7545454545454545,0.3605263157894737
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,100,20.0,1.2868054172322176,1.0475454545454546,0.367330670371657,0.5801326625662923,0.7636363636363637,0.3793103448275863
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,100,30.0,1.2519170753833353,1.0214545454545456,0.4011719346995485,0.6163222728716914,0.7909090909090909,0.40052933392148216
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,100,,1.257634865350613,1.0207272727272727,0.3956894755123307,0.6089365258299493,0.7545454545454545,0.39688715953307396
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,10,10.0,1.3069752745826977,1.008611166007905,0.34734185300188614,0.567763493113689,0.7454545454545455,0.3531366846697134
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,10,20.0,1.2850185707890478,1.0472727272727274,0.36908648836401536,0.5750733775233104,0.7363636363636363,0.28165482657751784
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,10,30.0,1.3214661279324291,1.060909090909091,0.33278916290378624,0.5402669879497168,0.7272727272727273,0.306519898391194
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,10,,1.3264785918157347,1.0372727272727271,0.3277179576241752,0.5440090934562535,0.7636363636363637,0.28283712784588444
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,20,10.0,1.3226833080787372,1.0513944702738767,0.33155948356473686,0.5469165458123884,0.7363636363636363,0.3002680965147454
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,20,20.0,1.3165554229952425,1.049090909090909,0.33773879819381736,0.5421293966388204,0.7727272727272727,0.29949238578680193
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,20,30.0,1.3482227358469168,1.0786363636363636,0.30549670024314024,0.5300900185232119,0.7,0.2526785714285714
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,20,,1.3585169052382755,1.0604545454545453,0.29485064258423077,0.4969713240859435,0.7090909090909091,0.2694432639184021
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,50,10.0,1.3047760614392114,1.0397868145919682,0.34953642669145446,0.5473388581646895,0.7454545454545455,0.26044005388414904
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,50,20.0,1.315099719689451,1.0318181818181817,0.33920250086835724,0.5692932142509944,0.7545454545454545,0.26514486391571557
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,50,30.0,1.2946547451312682,1.04,0.3595887460923931,0.5786497310614965,0.7636363636363637,0.3033046627433228
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,50,,1.3200716234012042,1.065090909090909,0.33419659604029195,0.5522532466347726,0.7181818181818181,0.21525885558583113
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,100,10.0,1.2979713116233573,1.0375569468598256,0.35630341147030775,0.5730561760608343,0.7636363636363637,0.30585106382978733
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,100,20.0,1.308729432416314,1.0545454545454545,0.3455887460923933,0.5717213192178809,0.7545454545454545,0.24865350089766602
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,100,30.0,1.2879006878708397,1.035,0.3662532129211532,0.5922674449866516,0.7636363636363637,0.2910101946246524
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,100,,1.2796036318116069,1.0303636363636364,0.37439249739492897,0.6051647933507809,0.7818181818181819,0.3308402991641003
PCA (n_components=50) + SMOTE,Random Forest,10,10.0,1.2379546034073796,0.9512731015219186,0.4144547550860457,0.6164015423170142,0.7818181818181819,0.41706161137440767
PCA (n_components=50) + SMOTE,Random Forest,10,20.0,1.2582094058982827,0.9836363636363635,0.39513720041681133,0.5843735705580283,0.7818181818181819,0.39714625445897744
PCA (n_components=50) + SMOTE,Random Forest,10,30.0,1.2357919801414063,0.9409090909090909,0.41649878430010434,0.6345069739766179,0.8090909090909091,0.46399377189567925
PCA (n_components=50) + SMOTE,Random Forest,10,,1.1793680896603447,0.9527272727272728,0.46856547412295946,0.6517235257137985,0.7818181818181819,0.4811683320522674
PCA (n_components=50) + SMOTE,Random Forest,20,10.0,1.2640280268567952,0.94698524744082,0.38952985830238607,0.6049437625019422,0.7727272727272727,0.3995147594015366
PCA (n_components=50) + SMOTE,Random Forest,20,20.0,1.2436109447163055,0.9686363636363637,0.4090916985064259,0.6045625280315331,0.8,0.45574689627553067
PCA (n_components=50) + SMOTE,Random Forest,20,30.0,1.1991284713945753,0.9509090909090908,0.4506078499478986,0.6565755739599483,0.8090909090909091,0.41607367099204695
PCA (n_components=50) + SMOTE,Random Forest,20,,1.2106722400085306,0.9327272727272728,0.4399791594303578,0.6270146124581127,0.8,0.4258431531897603
PCA (n_components=50) + SMOTE,Random Forest,50,10.0,1.2325154928111741,0.9691810657092559,0.4195887863766836,0.6239814903678624,0.8090909090909091,0.41946972694895135
PCA (n_components=50) + SMOTE,Random Forest,50,20.0,1.2597561091518685,0.976909090909091,0.39364918374435576,0.6074815738039976,0.7909090909090909,0.3774048301268932
PCA (n_components=50) + SMOTE,Random Forest,50,30.0,1.2270570854320881,0.9689090909090906,0.42471830496700247,0.6383371173746322,0.8090909090909091,0.4543249797898141
PCA (n_components=50) + SMOTE,Random Forest,50,,1.2163701589715048,0.953818181818182,0.434695380340396,0.6415788493754487,0.8090909090909091,0.44609665427509293
PCA (n_components=50) + SMOTE,Random Forest,100,10.0,1.2354131943879862,0.9687596426138686,0.4168564303734905,0.6319211364734941,0.8090909090909091,0.3975206611570249
PCA (n_components=50) + SMOTE,Random Forest,100,20.0,1.2211443961971231,0.9644545454545455,0.4302490448072247,0.6393919385029158,0.8090909090909091,0.4117647058823529
PCA (n_components=50) + SMOTE,Random Forest,100,30.0,1.208237634663886,0.9538181818181816,0.44222924626606464,0.6353300597654794,0.8181818181818182,0.4414827155351938
PCA (n_components=50) + SMOTE,Random Forest,100,,1.2026531276534167,0.9458181818181818,0.4473733935394234,0.6493927024511778,0.8,0.4600715137067939
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,10,10.0,1.3813632094234525,1.094537002633655,0.270934092398914,0.49538318564378114,0.7,0.23807477438762348
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,10,20.0,1.4082226063697845,1.0854545454545454,0.24230635637374087,0.45624660361974234,0.7272727272727273,0.20961060480530247
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,10,30.0,1.3898332143233458,1.0945454545454545,0.26196596040291775,0.4954259809753083,0.7545454545454545,0.22440273037542668
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,10,,1.403923074815711,1.1263636363636362,0.24692601597776997,0.4659325592962678,0.7,0.17842323651452296
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,20,10.0,1.3472133040322745,1.0733612788136073,0.3065362781459835,0.5026978046670395,0.7272727272727273,0.2435955056179775
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,20,20.0,1.3781987585910163,1.115,0.2742705800625218,0.45917292216047584,0.7181818181818181,0.23189655172413792
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,20,30.0,1.3246011406526048,1.0713636363636363,0.32961965960402917,0.5432463485346567,0.7363636363636363,0.22580645161290325
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,20,,1.3880496454312496,1.1254545454545453,0.26385897881208764,0.45044985526489867,0.7090909090909091,0.20967741935483875
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,50,10.0,1.3661633502525359,1.0943269545943315,0.2868904030807379,0.46833307385571604,0.7272727272727273,0.23066485753052923
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,50,20.0,1.353507228714283,1.0783636363636366,0.3000416811392843,0.4980228378468058,0.7363636363636363,0.2381167949298325
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,50,30.0,1.3704332427109582,1.098909090909091,0.2824258423063566,0.49229621028341125,0.7454545454545455,0.194457064970468
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,50,,1.3590223758944584,1.1103636363636362,0.2943258075720736,0.48352684649382366,0.7454545454545455,0.21255153458543286
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,100,10.0,1.3518987589140383,1.0910588843900864,0.30170431407132736,0.49736211675993064,0.7636363636363637,0.2544137618832051
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,100,20.0,1.3546764122173909,1.0957272727272729,0.29883188607155264,0.4967220835214754,0.7545454545454545,0.18717828731867103
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,100,30.0,1.34734385163753,1.0968181818181817,0.30640187565126786,0.5078974690938118,0.7090909090909091,0.18561484918793503
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,100,,1.3593842188820107,1.1101818181818182,0.29394998263285876,0.48943972821326226,0.7272727272727273,0.21138211382113825
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,10,10.0,1.4521398939415269,1.1984431715260038,0.1943100733816745,0.4019655910484758,0.7090909090909091,0.19241443108233125
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,10,20.0,1.5254209553133493,1.221818181818182,0.11094129906217443,0.38290052104466477,0.6727272727272727,0.146095717884131
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,10,30.0,1.5195094902333093,1.2345454545454544,0.11781868704411247,0.378384701651698,0.6363636363636364,0.0980810234541577
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,10,,1.4306387638839069,1.1745454545454543,0.21799235845779785,0.465335084802348,0.7,0.19915254237288116
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,20,10.0,1.4407281226141506,1.1814905913652645,0.2069234888432011,0.448982646341195,0.6909090909090909,0.19132767098793035
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,20,20.0,1.422457860056446,1.1804545454545454,0.22691038555053855,0.447844274282759,0.6818181818181818,0.1558676937018577
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,20,30.0,1.4529593625049908,1.1881818181818182,0.19340048627995843,0.4499063923148089,0.6727272727272727,0.20273248126928167
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,20,,1.4482591430591922,1.176363636363636,0.1986106286905175,0.4571216182847031,0.7,0.178919397697077
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,50,10.0,1.4165370055477087,1.161417118239872,0.23333282497579855,0.48138708470678604,0.7090909090909091,0.17213114754098358
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,50,20.0,1.4003272344835558,1.1636363636363636,0.25077874261896516,0.4959942918223719,0.7090909090909091,0.18781493357764545
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,50,30.0,1.3646418111457939,1.1109090909090908,0.2884779437304621,0.5450468010714984,0.7454545454545455,0.2752808988764045
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,50,,1.3914126242452636,1.1385454545454545,0.260287599861063,0.4901528051034041,0.7272727272727273,0.22928176795580102
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,100,10.0,1.3925077798885181,1.1456544105603579,0.25912271317990465,0.5119550203164488,0.7090909090909091,0.23855755894590847
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,100,20.0,1.4015526384794588,1.1555454545454547,0.2494669057757537,0.4875335249779281,0.7090909090909091,0.20838971583220578
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,100,30.0,1.412059424451329,1.1704545454545456,0.23817193469954856,0.47946319466605297,0.7181818181818181,0.20661157024793386
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,100,,1.4239168131984012,1.1853636363636364,0.22532372351510943,0.4741782438162075,0.6818181818181818,0.1558676937018577
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,10,10.0,1.3609433733944982,1.0618005309514345,0.2923294365595568,0.5241848911614133,0.7545454545454545,0.3304
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,10,20.0,1.2509632652116893,0.9781818181818182,0.40208405696422356,0.5894508357598495,0.7545454545454545,0.3781818181818182
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,10,30.0,1.2602308590817075,1.0163636363636364,0.39319208058353583,0.5935261227707548,0.7727272727272727,0.36363636363636365
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,10,,1.254229209152342,0.9799999999999999,0.39895797151788814,0.6188351734995449,0.7818181818181819,0.4098360655737706
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,20,10.0,1.2280733061269524,0.9689857020953784,0.4237650400334346,0.6540141653559771,0.7454545454545455,0.35283608753908
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,20,20.0,1.248753924372758,0.9995454545454546,0.4041941646405003,0.6236756115029494,0.8272727272727273,0.4114952103290296
