dimension_reduction_type,model,n_estimators,max_depth,learning_rate,rmse,mae,r2,spearman_r,within_1_acc,qwk
PCA (n_components=50) + SMOTE,Gradient Boosting,50,3,0.1,1.202287081871916,0.952380813498206,0.4477097429803071,0.6444714946033022,0.8,0.404868154158215
PCA (n_components=50) + SMOTE,Gradient Boosting,50,5,0.05,1.1953895651851547,0.9535371362909836,0.454028539837128,0.6649753309748146,0.8181818181818182,0.43798118049615054
PCA (n_components=50) + SMOTE,Gradient Boosting,50,5,0.1,1.1652954840052865,0.912825997866406,0.4811723092923147,0.666815005072461,0.8272727272727273,0.450063211125158
PCA (n_components=50) + SMOTE,Gradient Boosting,100,2,0.05,1.2452444034272707,1.0109441168249467,0.4075383860042956,0.6372649517095146,0.7636363636363637,0.34273858921161826
PCA (n_components=50) + SMOTE,Gradient Boosting,100,2,0.1,1.1947089063201222,0.9439827955991721,0.45465011881740724,0.6587324268940797,0.8181818181818182,0.4308600337268128
PCA (n_components=50) + SMOTE,Gradient Boosting,100,3,0.05,1.1946117396052944,0.9489314769128886,0.45473882277073074,0.6569665241888202,0.8181818181818182,0.4149999999999999
PCA (n_components=50) + SMOTE,Gradient Boosting,100,3,0.1,1.181031283643488,0.9275819706245559,0.46706551502638305,0.6626423106905813,0.8272727272727273,0.45921209709510546
PCA (n_components=50) + SMOTE,Gradient Boosting,100,5,0.05,1.1709062349971473,0.918539323242119,0.4761641013300749,0.6732238947860661,0.8181818181818182,0.4474660074165637
PCA (n_components=50) + SMOTE,Gradient Boosting,100,5,0.1,1.1623093540963774,0.9111734595323121,0.4838279478701175,0.6701208855937955,0.8363636363636363,0.4671052631578948
PCA (n_components=50) + SMOTE,Gradient Boosting,200,2,0.05,1.2032978202466384,0.9545043904295474,0.44678075420932895,0.6484505390801665,0.8181818181818182,0.41947261663285995
PCA (n_components=50) + SMOTE,Gradient Boosting,200,2,0.1,1.1691229329988087,0.929281797308003,0.47775850096904826,0.6705865675082373,0.8181818181818182,0.4463208685162847
PCA (n_components=50) + SMOTE,Gradient Boosting,200,3,0.05,1.1630697107002765,0.9219312506375407,0.483152390710918,0.6803981626956846,0.8272727272727273,0.4343271555197421
PCA (n_components=50) + SMOTE,Gradient Boosting,200,3,0.1,1.1744912150850366,0.9259277086209023,0.47295151936675306,0.6697750821919822,0.8,0.4625850340136054
PCA (n_components=50) + SMOTE,Gradient Boosting,200,5,0.05,1.1617757622598643,0.911353245319823,0.4843017666023143,0.6809929445468034,0.8090909090909091,0.4356435643564357
PCA (n_components=50) + SMOTE,Gradient Boosting,200,5,0.1,1.1581985201343368,0.9109511282877525,0.4874726664656115,0.6726844414792376,0.8272727272727273,0.4564764681382758
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,2,0.05,1.3764135963366912,1.142150593948391,0.27614941750658073,0.48289018021484503,0.7181818181818181,0.20838971583220567
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,2,0.1,1.342755474487228,1.0919519269722695,0.3111179261229723,0.5270965986038441,0.7545454545454545,0.2869718309859155
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,3,0.05,1.3562597692060685,1.1076497073294955,0.29719186602167846,0.5074734082289494,0.7272727272727273,0.21862348178137647
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,3,0.1,1.3133171058910071,1.0593199905504982,0.3409927048667858,0.5655453261734509,0.7272727272727273,0.23595994775794504
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,5,0.05,1.3680402016106794,1.1198474419866338,0.28492970040108134,0.4789653757834668,0.7181818181818181,0.21123595505617976
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,5,0.1,1.3190954444866678,1.0609670527617365,0.33518094101006346,0.5381484753257948,0.7545454545454545,0.31007751937984496
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,2,0.05,1.3345655003417567,1.0939222014664722,0.31949580334397787,0.5359491656902627,0.7545454545454545,0.2839560439560439
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,2,0.1,1.3295785373177462,1.0778203727840796,0.32457207516999054,0.5554109811443113,0.7727272727272727,0.3350515463917525
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,3,0.05,1.3256918847711685,1.0699769969738961,0.32851515433034173,0.5490574199749962,0.7636363636363637,0.32224168126094566
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,3,0.1,1.3115246978775374,1.0496959484438464,0.3427902964720241,0.5695243706503151,0.7727272727272727,0.3414634146341464
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,5,0.05,1.3527001788380333,1.0953794080737354,0.3008761544941675,0.5065512658241141,0.7545454545454545,0.282776349614396
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,5,0.1,1.3231762830473441,1.054916322455021,0.33106112413307276,0.5281201766732112,0.7454545454545455,0.29693569270608544
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,2,0.05,1.314304859725939,1.0631916993348784,0.34000104524864805,0.558905900858637,0.7727272727272727,0.33829499323410006
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,2,0.1,1.3303474290673665,1.0580207465234812,0.32379065292505504,0.5608009035005734,0.7545454545454545,0.3813914501257334
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,3,0.05,1.316559207461274,1.0559649642961535,0.3377349908210616,0.5654392797968949,0.7727272727272727,0.3416523235800344
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,3,0.1,1.3046827577284295,1.0464806874583954,0.34962945184256844,0.5880317687153591,0.7909090909090909,0.37735849056603776
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,5,0.05,1.3490738111669278,1.0899742004389803,0.3046196030656112,0.513135362594638,0.7636363636363637,0.3370025402201524
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,5,0.1,1.3235722973823976,1.0546459459293152,0.33066064986525545,0.5296417116411893,0.7454545454545455,0.29179072735006384
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,2,0.05,1.45445687829769,1.217581893858449,0.19173696008676366,0.3873413064390337,0.6454545454545455,0.0964912280701754
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,2,0.1,1.3917520416677067,1.1438515659093311,0.2599266689701796,0.47076291909245704,0.6818181818181818,0.16159695817490494
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,3,0.05,1.4099675971597674,1.1776632439208066,0.24042740967539555,0.44849318001568506,0.6636363636363637,0.10572687224669608
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,3,0.1,1.341039327006354,1.1121674322098478,0.3128776921724834,0.5078745401750527,0.7181818181818181,0.27425968109339405
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,5,0.05,1.4055953254665867,1.1601642267885723,0.24513093404971453,0.4251537557493043,0.7,0.22976744186046516
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,5,0.1,1.3872246635942815,1.1358101784990018,0.26473376380246827,0.484198533930907,0.7,0.270063694267516
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,2,0.05,1.3824952200880112,1.1423638004668075,0.2697386811660931,0.4743269994871454,0.6909090909090909,0.20563380281690136
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,2,0.1,1.3437935567265284,1.0838814997047155,0.3100523669990598,0.5237676645223887,0.7181818181818181,0.21965317919075145
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,3,0.05,1.338516074082179,1.0967983881811378,0.315460990401526,0.5140482835754249,0.7090909090909091,0.23191094619666042
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,3,0.1,1.345042047664311,1.1066055242566972,0.30876973915126693,0.5160262790337966,0.7454545454545455,0.28495339547270304
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,5,0.05,1.3959364577637294,1.1452657224176843,0.25546979731665753,0.4421534509824426,0.6909090909090909,0.20408163265306123
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,5,0.1,1.3863260887741826,1.126860867875405,0.2656859927552918,0.483935723345529,0.6909090909090909,0.25192802056555286
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,2,0.05,1.3305743394779848,1.0824654797738635,0.32355995826154826,0.538674096496551,0.7,0.21880650994575046
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,2,0.1,1.3441832391408532,1.0944172315864016,0.30965215754570485,0.5205954946497554,0.7181818181818181,0.2734375
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,3,0.05,1.3353716195855316,1.0887596395244652,0.31867346348248193,0.5230299505985205,0.7272727272727273,0.2553956834532374
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,3,0.1,1.345264601290155,1.107513419865504,0.30854097525779933,0.5051311665206678,0.7363636363636363,0.28216123499142376
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,5,0.05,1.3944551833802108,1.1457800130040579,0.2570490502599755,0.444620181915377,0.6909090909090909,0.18552036199095023
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,5,0.1,1.3870603659072116,1.126516224892547,0.2649079178403223,0.4780708976507766,0.7181818181818181,0.26943005181347157
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,50,2,0.05,1.2602665005652753,1.0236334680725594,0.39315775696708954,0.6100156436466321,0.8,0.3548094373865699
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,50,2,0.1,1.208459397530123,0.940414875034118,0.44202447828178026,0.6455780654891046,0.8090909090909091,0.46973365617433427
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,50,3,0.05,1.2182191165875775,0.970938998370655,0.43297547842259143,0.6376061443993036,0.8181818181818182,0.4125326370757181
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,50,3,0.1,1.225195975102894,0.962732550620613,0.426462071848154,0.623921551111548,0.8,0.4005027230833681
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,50,5,0.05,1.2000644198990413,0.9665967603418539,0.4497498877740934,0.642530384841124,0.8181818181818182,0.4333605887162716
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,50,5,0.1,1.204985047632752,0.9772560809373461,0.4452282523374935,0.6416912352527239,0.8090909090909091,0.46631706333198875
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,100,2,0.05,1.2246699850911702,0.9665020038296729,0.4269544183322238,0.632308436283525,0.8,0.41959798994974884
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,100,2,0.1,1.186820778586078,0.9094808111643614,0.4618277469496247,0.6621904609122121,0.7909090909090909,0.49446202531645567
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,100,3,0.05,1.1871718756143983,0.9223989916267253,0.4615092850035467,0.651811748145791,0.8181818181818182,0.4363636363636364
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,100,3,0.1,1.193456385881503,0.94070089027621,0.4557929977417601,0.6437199485433616,0.8,0.4463208685162846
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,100,5,0.05,1.1838208506865824,0.9300490291797205,0.4645449853517424,0.6410780105535084,0.8090909090909091,0.46184107002360353
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,100,5,0.1,1.200415396387708,0.9748635583373357,0.44942798323267674,0.64227218496777,0.8090909090909091,0.4697277529459569
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,200,2,0.05,1.2004848542364663,0.9353696181391569,0.44936426753169,0.648570417592795,0.8,0.506033476060724
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,200,2,0.1,1.1744441259041742,0.8957734734269172,0.4729937807023613,0.6707248888689625,0.7909090909090909,0.5354623096917935
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,200,3,0.05,1.1654182604426435,0.9122775125662657,0.4810629753558622,0.667442061907749,0.8,0.47784045124899277
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,200,3,0.1,1.1897449597858851,0.9478969918712696,0.4591724986906881,0.6457532725460232,0.8,0.4676656151419557
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,200,5,0.05,1.1797814234194364,0.9311181965286918,0.46819290456750595,0.6481692856466917,0.8181818181818182,0.4634340222575516
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,200,5,0.1,1.2004063460919372,0.974807442417296,0.449436285060238,0.6473024717861465,0.8,0.4533224622910721
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,50,2,0.05,1.3488108242319414,1.1169256608552747,0.3048906899889636,0.5177552960428626,0.7727272727272727,0.2925045703839122
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,50,2,0.1,1.2894110812529191,1.047090983236721,0.36476588047808134,0.5742180754909267,0.7818181818181819,0.32309746328437927
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,50,3,0.05,1.30924654952358,1.057678353359885,0.3450714900370475,0.5495784304337281,0.7818181818181819,0.3039126478616925
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,50,3,0.1,1.238836408681161,0.9790726480529313,0.413620280576089,0.6063685704355086,0.8,0.41245136186770426
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,50,5,0.05,1.3109054997575174,1.0679225836008708,0.34341071475374896,0.5513766081231569,0.7636363636363637,0.36118598382749334
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,50,5,0.1,1.3352843846609648,1.0508240533487672,0.31876247769664723,0.5508325441043042,0.7272727272727273,0.34004834810636586
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,100,2,0.05,1.2892264757814105,1.0440566237731568,0.3649477608748415,0.575532128417817,0.7818181818181819,0.3309734513274336
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,100,2,0.1,1.2490481842208188,0.9864312920777671,0.4039133368684068,0.6107671897065728,0.7818181818181819,0.36348049721388775
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,100,3,0.05,1.2610373381653175,0.9991337714207262,0.39241518406676756,0.589908328509199,0.7818181818181819,0.3479427549194991
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,100,3,0.1,1.2261911106438845,0.970098480080799,0.4255300090988915,0.6206571669984313,0.7909090909090909,0.40000000000000013
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,100,5,0.05,1.285819143405346,1.0293818508767345,0.36830011931141937,0.5785152590974592,0.7545454545454545,0.38654012079378774
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,100,5,0.1,1.3311872591386114,1.0464323959412343,0.3229366200825755,0.5581451333746479,0.7363636363636363,0.35036496350364965
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,200,2,0.05,1.2414455737222423,0.9848686450398602,0.41114768191524775,0.6099557043903179,0.7909090909090909,0.357976653696498
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,200,2,0.1,1.245656376303339,0.9667467979937038,0.4071463047559285,0.6284169953351201,0.7818181818181819,0.3677685950413224
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,200,3,0.05,1.2363170754666815,0.9687920397533153,0.4160028127129084,0.6051743960212469,0.7636363636363637,0.35851472471190793
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,200,3,0.1,1.227208906344991,0.9629042438715053,0.42457593963399953,0.6245071115386185,0.7818181818181819,0.39230769230769236
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,200,5,0.05,1.2772655984331147,1.0148127901361916,0.3766765717836843,0.5858094055197062,0.7545454545454545,0.3557651093013289
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,200,5,0.1,1.3287181768436092,1.045486404966345,0.3254459212149827,0.5578269942449796,0.7454545454545455,0.34545454545454557
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,2,0.05,1.3002885431579858,1.0722864134090082,0.3343935913859386,0.5766650519002458,0.7545454545454545,0.2729902557856274
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,2,0.1,1.280078509342989,1.0527694117931259,0.35492347800659174,0.583380703294501,0.7818181818181819,0.396286990508096
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,3,0.05,1.2924090733938052,1.044819507725218,0.34243601388643063,0.583906516659161,0.7818181818181819,0.33249016301292855
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,3,0.1,1.292845836887807,1.0425004731138583,0.3419914975503182,0.5816418292727742,0.7636363636363637,0.3444055944055944
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,5,0.05,1.2943063643213475,1.0298784403414525,0.34050395389298527,0.5939200325773809,0.7363636363636363,0.33772437753329476
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,5,0.1,1.2746474561394325,0.9955393696019734,0.360385662966652,0.6117930745778885,0.7272727272727273,0.3613387978142075
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,2,0.05,1.2633853744501196,1.0415207192313045,0.3716382901831381,0.6009816138168073,0.8090909090909091,0.4262765347102696
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,2,0.1,1.292046414026803,1.0493810545926059,0.34280499656447805,0.5718035844761078,0.7636363636363637,0.42207792207792205
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,3,0.05,1.2799509793978332,1.0253536172513875,0.35505200524128677,0.5875180242427476,0.7636363636363637,0.3308351177730192
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,3,0.1,1.3170552563124684,1.0761161917261242,0.3171174507749335,0.565789017568066,0.7363636363636363,0.36354378818737276
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,5,0.05,1.2973310062204935,1.0314043529744548,0.3374180228272047,0.5816095424872249,0.7454545454545455,0.36836962590731426
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,5,0.1,1.278302390982942,0.9964784381627924,0.3567123329713774,0.6149341175720421,0.7454545454545455,0.3818306010928961
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,2,0.05,1.2745657808086623,1.0391895693897377,0.3604676292210576,0.5947733261954696,0.7909090909090909,0.4325679598838744
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,2,0.1,1.3208808715597966,1.0685848851545792,0.31314458778253307,0.5587135991348329,0.7090909090909091,0.3856093235368634
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,3,0.05,1.2938601836199985,1.0389090750327812,0.34095856602805097,0.5804656677991924,0.7727272727272727,0.38181587623636815
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,3,0.1,1.3240513507645812,1.0860627172005493,0.3098433448892409,0.5601895664742296,0.7272727272727273,0.34672386895475815
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,5,0.05,1.305899615913227,1.039602877876993,0.3286366780715777,0.579787645302657,0.7545454545454545,0.3820767743717205
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,5,0.1,1.2770632622066966,0.9979251320470125,0.3579588767014603,0.6128262517154662,0.7454545454545455,0.3818306010928961
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,2,0.05,1.2514627580504982,1.0269105325352055,0.383442077013045,0.6008109550931894,0.7545454545454545,0.4080565805658056
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,2,0.1,1.2004369915276254,0.9795310503242616,0.4326948026874824,0.6219449624341767,0.7818181818181819,0.47055410501885697
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,3,0.05,1.2196388075517088,0.992160753904518,0.41440077652516716,0.6044178502788403,0.7545454545454545,0.3908303943571657
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,3,0.1,1.188369424634425,0.9404277313736976,0.4440433087645743,0.6269586389901901,0.7727272727272727,0.44929036073329387
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,5,0.05,1.2247282162290996,0.9822909038679981,0.4095033067446866,0.5949209229294092,0.7909090909090909,0.4447871684145589
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,5,0.1,1.2720869338750238,0.9952177347961655,0.3629528069768265,0.5603463880040405,0.7545454545454545,0.4284294234592444
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,2,0.05,1.2124734099653494,0.9876542738202844,0.4212613737811256,0.6139286148220781,0.7727272727272727,0.44570135746606343
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,2,0.1,1.181732899246956,0.9583409633106642,0.4502355216531868,0.6363079696056813,0.7636363636363637,0.47228604250430783
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,3,0.05,1.1977883817494586,0.9627608857818197,0.4351954128646137,0.6159580699137486,0.7454545454545455,0.40458015267175573
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,3,0.1,1.1924306538168004,0.9205618169752979,0.4402368734916796,0.6314603393753501,0.7909090909090909,0.4849785407725322
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,5,0.05,1.2274869761853613,0.9578354884338657,0.40684006545657714,0.5904330597380562,0.7818181818181819,0.4521627040962475
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,5,0.1,1.2714921745187198,0.9923603964678176,0.3635483656515377,0.5667068847572534,0.7636363636363637,0.4661674986134221
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,2,0.05,1.1982091318827734,0.9748392009323082,0.43479854252017325,0.6233840305900885,0.7727272727272727,0.44040490447676073
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,2,0.1,1.1606266495628579,0.9264036589266893,0.4696982021709524,0.664083829973954,0.8,0.5249242632883504
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,3,0.05,1.1963441504116514,0.9445210330850349,0.4365566161077392,0.6171388437852661,0.7727272727272727,0.4748499571306086
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,3,0.1,1.2030988936566926,0.9168203401194608,0.43017607789539025,0.6253442997127248,0.7818181818181819,0.4827116798257556
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,5,0.05,1.2257137607873811,0.9499038771158945,0.4085525734337294,0.6004189012686622,0.7818181818181819,0.4661421747681934
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,5,0.1,1.27149190332564,0.9912878095655657,0.36354863714555685,0.5670205278168752,0.7727272727272727,0.47916666666666674
PCA (n_components=50) + SMOTE,Gradient Boosting,50,2,0.05,1.2935722181674687,1.08835965734357,0.34125188990961974,0.5714107823704613,0.7090909090909091,0.33424790187217557
PCA (n_components=50) + SMOTE,Gradient Boosting,50,2,0.1,1.24093697388376,1.0344579902942639,0.39376993313584807,0.6009308774395155,0.7545454545454545,0.398333847577908
PCA (n_components=50) + SMOTE,Gradient Boosting,50,3,0.05,1.2640572159741725,1.049927099973256,0.37096981365167414,0.5842017101270405,0.7272727272727273,0.3671396323766527
PCA (n_components=50) + SMOTE,Gradient Boosting,50,3,0.1,1.2362138628628316,1.034479576076247,0.39837587687778675,0.5872274431728037,0.7636363636363637,0.4191176470588235
PCA (n_components=50) + SMOTE,Gradient Boosting,50,5,0.05,1.2385408662551978,1.0252517497649893,0.3961087950172917,0.5980942527091123,0.7636363636363637,0.42218798151001546
PCA (n_components=50) + SMOTE,Gradient Boosting,50,5,0.1,1.2702483411324843,1.0447305419210082,0.3647929703730832,0.5628647572768861,0.7454545454545455,0.3907809747504405
PCA (n_components=50) + SMOTE,Gradient Boosting,100,2,0.05,1.2584978394112338,1.0484743000610959,0.37649064865912296,0.5882698451062527,0.7454545454545455,0.3855606758832566
PCA (n_components=50) + SMOTE,Gradient Boosting,100,2,0.1,1.2386429303821782,1.0303477850604943,0.3960092614937675,0.5900363935155933,0.7727272727272727,0.40040947645510383
PCA (n_components=50) + SMOTE,Gradient Boosting,100,3,0.05,1.2469028417661416,1.0372214541759888,0.38792695759584195,0.5845707019618895,0.7454545454545455,0.36945888107612357
PCA (n_components=50) + SMOTE,Gradient Boosting,100,3,0.1,1.2423734254228314,1.0281021716387841,0.3923656327699767,0.5694697111206866,0.7727272727272727,0.42495687176538244
PCA (n_components=50) + SMOTE,Gradient Boosting,100,5,0.05,1.2316820046799737,1.0265778510184422,0.40277880062809124,0.6016135123339864,0.7818181818181819,0.4450014322543683
PCA (n_components=50) + SMOTE,Gradient Boosting,100,5,0.1,1.2789854895978376,1.054176914829345,0.3560246297669827,0.5568917019502649,0.7272727272727273,0.3726564753389098
PCA (n_components=50) + SMOTE,Gradient Boosting,200,2,0.05,1.2460498444166013,1.0392211808393006,0.38876410077027945,0.5916830195786077,0.7909090909090909,0.43465491923641697
PCA (n_components=50) + SMOTE,Gradient Boosting,200,2,0.1,1.2470052501630318,1.0345404051874536,0.3878264140876042,0.5836666719665091,0.7818181818181819,0.37661220980223564
PCA (n_components=50) + SMOTE,Gradient Boosting,200,3,0.05,1.2466459775186265,1.0308904878021234,0.3881791079357497,0.5832284941626257,0.7545454545454545,0.4033844373734452
PCA (n_components=50) + SMOTE,Gradient Boosting,200,3,0.1,1.2399914629407132,1.0207315450076584,0.39469339469004483,0.5805348537682266,0.7818181818181819,0.41299337366753097
PCA (n_components=50) + SMOTE,Gradient Boosting,200,5,0.05,1.2317940917256331,1.0252218819189314,0.40267009756106364,0.5946303418594656,0.7727272727272727,0.4418373151308306
PCA (n_components=50) + SMOTE,Gradient Boosting,200,5,0.1,1.2769106402883683,1.0508391690329222,0.35811232828904316,0.5576758095993195,0.7181818181818181,0.3654456302278627
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,2,0.05,1.2966643745767197,1.0651712712877743,0.3380987814423845,0.559405458825175,0.6909090909090909,0.25632911392405067
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,2,0.1,1.2625800155181897,1.0212947160334584,0.3724391470396431,0.5811206283060497,0.7454545454545455,0.3104505056696293
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,3,0.05,1.2727961913001524,1.0316120550213157,0.3622422322515324,0.5687271150530527,0.7545454545454545,0.3094148414514548
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,3,0.1,1.2742038432144898,1.0376046861422323,0.3608307928111282,0.5572653061830498,0.7454545454545455,0.26358363858363854
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,5,0.05,1.2890870289398284,1.044536848332298,0.345812111042782,0.5514767467738532,0.7272727272727273,0.24689193496971618
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,5,0.1,1.3387968495601237,1.0781392325487287,0.29438567955672323,0.504342652269805,0.7636363636363637,0.2555092316855272
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,2,0.05,1.2678335677846317,1.0255852945267647,0.3672057631839456,0.5787360185733368,0.7454545454545455,0.32316118935837246
