dimension_reduction_type,model,n_estimators,max_depth,learning_rate,rmse,mae,r2,spearman_r,within_1_acc,qwk
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,2,0.05,1.2181455287482483,1.010540027726464,0.43304397980886256,0.6695921630609639,0.7727272727272727,0.478646934460888
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,2,0.1,1.1683133193946893,0.9523093484071911,0.4784815514058558,0.694211855920117,0.7727272727272727,0.5244618395303327
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,3,0.05,1.2029665792175523,0.9990967130703241,0.44708529010565545,0.6640946849781969,0.7818181818181819,0.5016778523489933
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,3,0.1,1.1774182877205326,0.9546075513326315,0.47032122032489543,0.6696690358154263,0.7909090909090909,0.561390253116736
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,5,0.05,1.2549206823443746,1.0045444618517863,0.39829506395511016,0.6148661126960657,0.7545454545454545,0.47058823529411764
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,5,0.1,1.236174901346851,0.9875602425024979,0.41613712212855614,0.6302290051606214,0.7272727272727273,0.4439024390243902
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,2,0.05,1.1722923687940436,0.9661979223345938,0.4749231199284387,0.6875678198932789,0.7545454545454545,0.48430141287284145
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,2,0.1,1.1583248499272445,0.9217267710995053,0.4873608531591278,0.7018840807283466,0.7727272727272727,0.5717399200871777
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,3,0.05,1.1998649596294388,0.9858117729112655,0.44993278448030216,0.6637995994086496,0.7818181818181819,0.5244618395303327
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,3,0.1,1.1912807624288315,0.9550736644883979,0.4577753246174645,0.6687976112428569,0.7909090909090909,0.5356104651162791
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,5,0.05,1.2588461719858504,0.9967566449210185,0.39452481653498717,0.6114080786779335,0.7545454545454545,0.4783137413862991
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,5,0.1,1.234825813721843,0.9817810837810332,0.41741081304022465,0.6318335329450349,0.7181818181818181,0.45878136200716846
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,2,0.05,1.1720991588689966,0.9491471193195211,0.4750961854659428,0.6899469472977539,0.7727272727272727,0.545054945054945
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,2,0.1,1.1561200547337307,0.9145922804865123,0.4893105456570763,0.7075829207902286,0.8090909090909091,0.6174920969441517
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,3,0.05,1.2086803965095343,0.9747621042844871,0.44182037825735,0.6555510355973981,0.7818181818181819,0.5248868778280542
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,3,0.1,1.2024726718977197,0.9586761879451103,0.4475392221858544,0.66668129442376,0.7909090909090909,0.5656493967352731
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,5,0.05,1.2617041597241363,0.9962095413097873,0.39177244691500246,0.6122933353865752,0.7454545454545455,0.4731530076705692
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,5,0.1,1.2361260138620669,0.9828119536324279,0.41618330171546536,0.6300860730878719,0.7090909090909091,0.4627906976744185
PCA (n_components=50) + SMOTE,Gradient Boosting,50,2,0.05,1.2822531756495328,1.0316909513786336,0.37179905275802605,0.6163742889546312,0.7545454545454545,0.3799912242211496
PCA (n_components=50) + SMOTE,Gradient Boosting,50,2,0.1,1.2201831288566727,0.9649830934199513,0.4311456913021515,0.6504331452505623,0.7909090909090909,0.4897288414133114
PCA (n_components=50) + SMOTE,Gradient Boosting,50,3,0.05,1.2558059890390885,0.9928356998649139,0.3974457970416506,0.6206156705902136,0.7727272727272727,0.44116369952236223
PCA (n_components=50) + SMOTE,Gradient Boosting,50,3,0.1,1.2008598097527658,0.939315032291363,0.4490202462843368,0.6538127971642836,0.7727272727272727,0.5097276264591439
PCA (n_components=50) + SMOTE,Gradient Boosting,50,5,0.05,1.3298470848548596,1.048403144254251,0.3242992024985534,0.5329429814504997,0.7727272727272727,0.4649050371593725
PCA (n_components=50) + SMOTE,Gradient Boosting,50,5,0.1,1.2875065026935166,0.9956083087080213,0.3666410927662733,0.5828954355204268,0.7818181818181819,0.5412293853073463
PCA (n_components=50) + SMOTE,Gradient Boosting,100,2,0.05,1.2275590531342364,0.97711822578547,0.424247533232023,0.6397224612184005,0.7818181818181819,0.43161856963613543
PCA (n_components=50) + SMOTE,Gradient Boosting,100,2,0.1,1.2020174054578883,0.9297141285610765,0.4479574757464103,0.6418941065817877,0.7909090909090909,0.49706916764361087
PCA (n_components=50) + SMOTE,Gradient Boosting,100,3,0.05,1.2310050989750956,0.9566626162124251,0.4210104518676785,0.6370251946842574,0.7636363636363637,0.4990268586998833
PCA (n_components=50) + SMOTE,Gradient Boosting,100,3,0.1,1.2003523324762302,0.9343731675320971,0.44948583039623513,0.6484044319599247,0.7818181818181819,0.5266821345707656
PCA (n_components=50) + SMOTE,Gradient Boosting,100,5,0.05,1.3085228239822841,1.0146302605429225,0.34579535291044483,0.5473837315102201,0.7909090909090909,0.5088339222614842
PCA (n_components=50) + SMOTE,Gradient Boosting,100,5,0.1,1.27360277502064,0.9825971435444604,0.38024646356571634,0.597225528491567,0.7909090909090909,0.5899925317401045
PCA (n_components=50) + SMOTE,Gradient Boosting,200,2,0.05,1.2146228302061466,0.952531931210027,0.43631834608413034,0.6476252216278389,0.8181818181818182,0.5440900562851783
PCA (n_components=50) + SMOTE,Gradient Boosting,200,2,0.1,1.2169402288752982,0.9445979802435115,0.43416537939542577,0.63589095952631,0.7818181818181819,0.5424860853432283
PCA (n_components=50) + SMOTE,Gradient Boosting,200,3,0.05,1.2210533562579347,0.9446729163114996,0.4303339948900162,0.6439597055686187,0.7909090909090909,0.5416823840060354
PCA (n_components=50) + SMOTE,Gradient Boosting,200,3,0.1,1.2044628810519635,0.9355930437804311,0.44570895622952533,0.6535684294270023,0.7818181818181819,0.5589225589225589
PCA (n_components=50) + SMOTE,Gradient Boosting,200,5,0.05,1.3047379792594123,1.0041353449012898,0.34957439597980955,0.5523955754805,0.7818181818181819,0.5211650485436893
PCA (n_components=50) + SMOTE,Gradient Boosting,200,5,0.1,1.2748483843502862,0.9832075194310461,0.3790336077149743,0.5963587146310216,0.7909090909090909,0.5886287625418061
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,2,0.05,1.3885560382551716,1.130125484335587,0.263321758071418,0.529965739975112,0.7272727272727273,0.2636001769128704
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,2,0.1,1.3435512997165449,1.067830596054308,0.3103011099454607,0.57733491681927,0.7636363636363637,0.33108108108108103
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,3,0.05,1.4138309430363336,1.1522591256549184,0.23625921186672139,0.5092808073424265,0.7090909090909091,0.3252858958068616
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,3,0.1,1.3585502888071144,1.0919258907915543,0.2948159861272375,0.5466275747382552,0.7636363636363637,0.38540031397174246
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,5,0.05,1.3902194311342722,1.11901975766167,0.261555723037989,0.5114801169779587,0.7454545454545455,0.35096153846153855
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,5,0.1,1.3657056448007925,1.0648171363858436,0.2873681489875569,0.5212548264692126,0.7545454545454545,0.4126611957796015
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,2,0.05,1.3362737555303348,1.0690129137901727,0.31775258607465795,0.562903388183598,0.7636363636363637,0.3383983572895277
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,2,0.1,1.3378175714215237,1.047245792741568,0.31617525535095437,0.5646277944806398,0.7727272727272727,0.385485758876317
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,3,0.05,1.3806577311707444,1.1102567915099477,0.2716785871116003,0.5430404407834459,0.7636363636363637,0.3836603924709652
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,3,0.1,1.361704465077436,1.0695266394080625,0.2915377022462631,0.5337544667667548,0.7818181818181819,0.4417040358744395
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,5,0.05,1.3644694081832518,1.076755724571672,0.28865771363155635,0.5329568135865722,0.7636363636363637,0.4337631887456038
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,5,0.1,1.3581780224931816,1.0545333032965318,0.29520239845021234,0.5264879846166528,0.7454545454545455,0.3892981775882125
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,2,0.05,1.3279407779962868,1.0438834656905567,0.32623501880794636,0.5602845037538656,0.8,0.42170065409772983
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,2,0.1,1.3372559736844867,1.0455170082965388,0.31674925561989264,0.5533177178853352,0.7727272727272727,0.44075144508670516
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,3,0.05,1.3647863140870173,1.0758153297741235,0.28832724854770775,0.540453831337883,0.7727272727272727,0.4336147352264006
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,3,0.1,1.3702793876798558,1.0706334946059817,0.2825869536886736,0.524426996341846,0.7727272727272727,0.4377055169894044
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,5,0.05,1.3605092062759276,1.0720013258306849,0.2927808855860681,0.5303240970207675,0.7818181818181819,0.44095092024539884
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,5,0.1,1.357352115046639,1.0546643086539502,0.2960593120376024,0.5267139095058375,0.7545454545454545,0.39814456899884043
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,2,0.05,1.403335399542491,1.1687987345249105,0.24755635013199329,0.48904439226831636,0.7181818181818181,0.2696011004126547
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,2,0.1,1.3650748253434928,1.1242244233543348,0.28802632627119673,0.5136609837653942,0.7090909090909091,0.31542758917060587
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,3,0.05,1.3368245200995252,1.1213509405690638,0.3171900738821609,0.5512382867624316,0.7181818181818181,0.31459655485040805
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,3,0.1,1.299766540540107,1.0600176073258532,0.35452158183454063,0.5830752532893696,0.7636363636363637,0.4400835073068893
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,5,0.05,1.2939548807172656,1.0257721978010828,0.3602809459307966,0.5807099580209669,0.7636363636363637,0.393169877408056
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,5,0.1,1.2395839973230938,0.9825959508199718,0.41291235322631137,0.6309021691161512,0.7818181818181819,0.4885126964933494
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,2,0.05,1.3638613194848332,1.129123397347019,0.2892916051873562,0.51329212680346,0.7090909090909091,0.3034782608695653
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,2,0.1,1.348466534450871,1.1058154955730277,0.305245503998841,0.5411731024136546,0.7454545454545455,0.3715890850722312
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,3,0.05,1.2938108220321378,1.060314030778586,0.36042338050426403,0.5884329006614625,0.7545454545454545,0.3837700760777685
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,3,0.1,1.2854785450642854,1.0331934831474454,0.3686347346986275,0.6013336729051081,0.7545454545454545,0.41982272360999195
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,5,0.05,1.2783492101278373,0.9916062171905687,0.3756184878993011,0.5910471743791705,0.7636363636363637,0.4121365360303413
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,5,0.1,1.2310241796688826,0.9696231996507667,0.42099250294463697,0.6431113345561702,0.7909090909090909,0.5148833467417537
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,2,0.05,1.341288184242114,1.1037281978268516,0.312622649355242,0.5390152891863401,0.7636363636363637,0.3799429270281288
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,2,0.1,1.3589228002223628,1.1000241811747242,0.29442921338638195,0.5548945813976035,0.7545454545454545,0.4448727833461835
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,3,0.05,1.280346698701637,1.0330065538158175,0.37366570484063966,0.6088122478083221,0.7818181818181819,0.45893909626719065
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,3,0.1,1.2888150738956803,1.0173292220724544,0.3653529961199026,0.5988899955322946,0.7545454545454545,0.46390532544378693
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,5,0.05,1.267131989704744,0.977646332347858,0.38652802109537554,0.5977280961022021,0.7727272727272727,0.41645885286783035
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,5,0.1,1.2319095376127873,0.9700554791557876,0.4201593540300498,0.6393951006646841,0.7909090909090909,0.5322834645669292
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,50,2,0.05,1.2292224630153195,1.01798844110431,0.42268612367502834,0.658266744979638,0.7363636363636363,0.4646113764654799
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,50,2,0.1,1.1568070449848729,0.9296602548751121,0.4887034410353257,0.691044296759508,0.8181818181818182,0.5721372467961967
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,50,3,0.05,1.2203825214507373,0.999742698969592,0.4309597608444926,0.6506913451239161,0.7818181818181819,0.5490683229813665
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,50,3,0.1,1.2189518855245856,0.974991595111158,0.4322931333288168,0.6481646749346676,0.8,0.5629688116857481
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,50,5,0.05,1.211014641925963,0.9978090048907615,0.4396623448228635,0.6630111676525156,0.7636363636363637,0.4764331210191082
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,50,5,0.1,1.1923857580944695,0.9609200317699708,0.4567689559856981,0.6728642592481804,0.7909090909090909,0.547486033519553
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,100,2,0.05,1.1719092956091082,0.9537397112283712,0.4752662254781037,0.6837870360334544,0.7818181818181819,0.5388556789069172
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,100,2,0.1,1.155131036388998,0.918848074273083,0.49018392415698764,0.6956550087836842,0.8,0.6063551401869158
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,100,3,0.05,1.209251390540903,0.9729405855634489,0.4412928731929078,0.6571740062299082,0.7545454545454545,0.5201938610662358
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,100,3,0.1,1.219317994078012,0.9696232612379208,0.4319520639976835,0.6502348846335227,0.8,0.5883227965786538
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,100,5,0.05,1.1841124668971081,0.9563135490865189,0.4642811505080686,0.6778530496583393,0.7454545454545455,0.5161290322580645
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,100,5,0.1,1.1836033517824225,0.952871410055567,0.4647417215055075,0.6777931104020251,0.7818181818181819,0.5471698113207546
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,200,2,0.05,1.175478067800782,0.946922150976237,0.472065454439484,0.6851103103843929,0.8090909090909091,0.6180087266957557
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,200,2,0.1,1.181492463926778,0.9237232404362815,0.4666492231513214,0.6884438551778724,0.8090909090909091,0.624331073849447
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,200,3,0.05,1.1990760839725798,0.9607254506067994,0.45065585249374107,0.6568005385559499,0.7636363636363637,0.5263157894736843
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,200,3,0.1,1.2248223254507955,0.9711531617454411,0.4268118437599986,0.650082731136725,0.7909090909090909,0.5566176470588236
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,200,5,0.05,1.1827374698986208,0.9514702561012253,0.46552458667161845,0.6797296094521791,0.7636363636363637,0.5455968688845402
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,200,5,0.1,1.184788252788865,0.9524587582119556,0.4636694948450363,0.6750312938995433,0.7818181818181819,0.5424969499796666
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,50,2,0.05,1.3053125651342348,1.0702859567694027,0.34900139563492616,0.5987945203424161,0.7090909090909091,0.3433476394849785
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,50,2,0.1,1.2616050589751868,1.0210443782559375,0.3918679898176578,0.6202883100364972,0.7545454545454545,0.4412251655629139
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,50,3,0.05,1.2907471683789833,1.0522807747271368,0.36344873985890935,0.5923612273060607,0.7363636363636363,0.36269430051813467
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,50,3,0.1,1.2884475965607494,1.0276147045723911,0.365714855855683,0.5918863239675707,0.7636363636363637,0.40538336052202284
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,50,5,0.05,1.3070046390632257,1.051295700010568,0.34731252546506686,0.5810142650145627,0.7727272727272727,0.39700374531835203
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,50,5,0.1,1.3383449994836214,1.0750854162288384,0.3156359599141729,0.5512797831706492,0.7363636363636363,0.3939275982872713
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,100,2,0.05,1.2597517361567352,1.0276353543885528,0.3936533933918376,0.6271674923765683,0.7727272727272727,0.45198201879852884
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,100,2,0.1,1.251842686371422,1.0117891483471617,0.4012430974075094,0.6204542956693675,0.7545454545454545,0.45060240963855414
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,100,3,0.05,1.2942634210129946,1.0470039398360838,0.3599758307504388,0.5966860751847383,0.7545454545454545,0.3995026937422296
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,100,3,0.1,1.3024056461089617,1.026824518882451,0.3518977027724376,0.5896086322276276,0.7454545454545455,0.4162162162162163
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,100,5,0.05,1.3002093666052408,1.0378178152336646,0.3540816822824585,0.5798892512806636,0.7636363636363637,0.4122017989831833
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,100,5,0.1,1.344284826102028,1.0762018158606979,0.3095478072049407,0.5481214454340884,0.7636363636363637,0.4252336448598131
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,200,2,0.05,1.2520838406151749,1.0125977850258847,0.401012386827853,0.6182642074578838,0.7636363636363637,0.4473363155754372
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,200,2,0.1,1.266106345465492,1.012408829062521,0.3875207343415137,0.6253093754308252,0.7454545454545455,0.43661971830985913
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,200,3,0.05,1.3016760770858566,1.0511516137747723,0.352623594781734,0.5940164729227402,0.7272727272727273,0.36629746835443044
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,200,3,0.1,1.3043882319585922,1.0221354357374564,0.34992305465812135,0.5845368490010335,0.7636363636363637,0.46501128668171565
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,200,5,0.05,1.2927825911076831,1.0320178989936348,0.36143955864598654,0.5863857445227281,0.7636363636363637,0.4334223578786722
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,200,5,0.1,1.3465752794216508,1.0794317135142741,0.3071929553787959,0.5481306668581367,0.7545454545454545,0.4141176470588236
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,2,0.05,1.2984322366476124,1.069425700999137,0.35584616169423633,0.5871926191269591,0.7545454545454545,0.3399209486166007
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,2,0.1,1.2512291862446956,0.9922588047361914,0.40182982835650605,0.6187114465242288,0.7909090909090909,0.40345821325648423
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,3,0.05,1.2354804640853159,1.0195332669788117,0.41679292294195414,0.6400313789240204,0.7909090909090909,0.4102783725910064
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,3,0.1,1.2586377636017887,0.9977815333215331,0.39472527892984965,0.6221187627100951,0.7454545454545455,0.3985680190930788
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,5,0.05,1.2713600795001956,1.0411557486744616,0.3824271980127064,0.5898622213889572,0.7454545454545455,0.3307086614173229
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,5,0.1,1.2562270620849543,1.0111569117412333,0.3970416552045659,0.5947634082706568,0.7818181818181819,0.4561824729891957
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,2,0.05,1.2562876706993533,0.9952511018794801,0.3969834724882504,0.6186699501160111,0.7818181818181819,0.42018875666803446
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,2,0.1,1.2398639464721,0.9684482280072607,0.4126471461140996,0.6375462051429893,0.8,0.47922330097087384
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,3,0.05,1.217125704901841,0.9794178324654821,0.4339928865279322,0.6463434436851179,0.7727272727272727,0.4182791272128449
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,3,0.1,1.2481055863121469,0.9878223752011924,0.40481267452520087,0.6358356309820198,0.7636363636363637,0.42640364188163893
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,5,0.05,1.2631905570464697,1.0141855989534698,0.39033851276397813,0.5919462632238849,0.7272727272727273,0.3685483870967742
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,5,0.1,1.2523767425514634,1.0030358146629674,0.40073210982556595,0.6051882281573195,0.7818181818181819,0.44043321299638993
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,2,0.05,1.2507242009095618,0.9725114594670784,0.4023125635932796,0.6314554545590524,0.7727272727272727,0.44278996865203757
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,2,0.1,1.2205421002234487,0.9563781903715067,0.4308109342620168,0.6591658338243523,0.8090909090909091,0.4713906782872299
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,3,0.05,1.2087091876492857,0.97331142365763,0.4417937859192165,0.6547672145532881,0.7909090909090909,0.47505755947812733
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,3,0.1,1.2507863746017074,0.9944538317077483,0.40225313984779076,0.6391415115033543,0.7818181818181819,0.46159527326440186
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,5,0.05,1.2553383352226117,1.0077627392120676,0.39789448785431536,0.6008772124147146,0.7545454545454545,0.4101326899879374
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,5,0.1,1.2480732305453461,0.9978838635320771,0.40484353328090106,0.6102554006718893,0.8,0.46634615384615397
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,2,0.05,1.3407535424826678,1.0709097523893736,0.3131705217617907,0.5231636612472217,0.7,0.186278964107224
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,2,0.1,1.2867018235785719,0.9936479408753838,0.3674325317539201,0.5542859674104121,0.7636363636363637,0.34883720930232553
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,3,0.05,1.317166646830809,1.0573377469067302,0.33712373286701336,0.530596129030194,0.7454545454545455,0.2576905929558627
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,3,0.1,1.2753097544142176,1.0032269019193725,0.378584068539612,0.5771735418984237,0.7727272727272727,0.35770925110132157
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,5,0.05,1.3302041604501422,1.054513086683361,0.3239362906124508,0.5316980892039721,0.7454545454545455,0.25131348511383544
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,5,0.1,1.2896190530626224,1.0216055620106055,0.3645609474733075,0.5547931457330716,0.7818181818181819,0.31751662971175165
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,2,0.05,1.2900126286833216,1.009389765696632,0.3641730321713448,0.559090329339604,0.7636363636363637,0.35090679038380435
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,2,0.1,1.2579616601783792,0.9666356209871868,0.39537537605883355,0.5849933094914269,0.7909090909090909,0.39115351257588904
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,3,0.05,1.2856103461478472,1.011397214531624,0.368505259348862,0.5588782365864918,0.7636363636363637,0.30000000000000004
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,3,0.1,1.2614431170024,0.9935209134684013,0.3920241017103149,0.5847812167383147,0.7818181818181819,0.3639575971731448
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,5,0.05,1.2991631069323775,1.0225514120235715,0.35512078629537813,0.5480568954657499,0.7727272727272727,0.3314727350794332
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,5,0.1,1.2864838311010593,1.0218360874515602,0.367646852221985,0.5609023391651052,0.7909090909090909,0.3206788744975436
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,2,0.05,1.2607066791190273,0.9843655768444449,0.3927337742782706,0.5965339216879404,0.7727272727272727,0.3806620209059234
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,2,0.1,1.2533282243686505,0.9769551702142855,0.3998211872876063,0.5973684605643164,0.7818181818181819,0.4220890410958904
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,3,0.05,1.2716465854548624,0.9994739185905833,0.3821488217683531,0.5800229619293649,0.7727272727272727,0.34963219385547384
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,3,0.1,1.2586332888916807,0.9977390463819021,0.39472958266866365,0.5854543806938446,0.7818181818181819,0.3689745836985101
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,5,0.05,1.2925311598232765,1.0193321022427013,0.3616879197549445,0.5564944984699927,0.7727272727272727,0.3397379912663756
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,5,0.1,1.2869179616567703,1.0226518972836844,0.36721999859732624,0.5629218310316946,0.7818181818181819,0.3045822102425876
PCA (n_components=50) + SMOTE,Gradient Boosting,50,2,0.05,1.3088690659330968,1.0812818970688398,0.3454490951954724,0.611657057127239,0.7,0.17733089579524686
PCA (n_components=50) + SMOTE,Gradient Boosting,50,2,0.1,1.2433026322056158,1.0004874772603773,0.4093846548196062,0.6307730691794743,0.7636363636363637,0.33868243243243235
PCA (n_components=50) + SMOTE,Gradient Boosting,50,3,0.05,1.2310059192467784,0.9991987339601617,0.42100968025610763,0.6533747795219869,0.8,0.3729987018606665
