dimension_reduction_type,model,max_depth,min_samples_split,rmse,mae,r2,spearman_r,within_1_acc
PCA (n_components=50) + SMOTE,Decision Tree,10.0,5,1.78889819901388,1.3565578902176043,-0.22270664921105032,0.37009981562782635,0.6363636363636364
PCA (n_components=50) + SMOTE,Decision Tree,10.0,10,1.7269725473212652,1.303510117197191,-0.13951983227559195,0.394018187882243,0.6636363636363637
PCA (n_components=50) + SMOTE,Decision Tree,20.0,2,1.7939291563999449,1.309090909090909,-0.22959360889197655,0.3611939084972615,0.6636363636363637
PCA (n_components=50) + SMOTE,Decision Tree,20.0,5,1.6674430010096781,1.2810606060606062,-0.06231426807147544,0.4394604579171137,0.6454545454545455
PCA (n_components=50) + SMOTE,Decision Tree,20.0,10,1.6682569459005778,1.2740259740259743,-0.06335163643628894,0.42803224314328103,0.6636363636363637
PCA (n_components=50) + SMOTE,Decision Tree,30.0,2,1.8115789195666254,1.3363636363636364,-0.2539076068079196,0.35460710208905527,0.6545454545454545
PCA (n_components=50) + SMOTE,Decision Tree,30.0,5,1.7916226210230815,1.303787878787879,-0.22643375400409105,0.37334130081733374,0.6363636363636364
PCA (n_components=50) + SMOTE,Decision Tree,30.0,10,1.7578109737294578,1.314935064935065,-0.18057984067387145,0.39518705056080367,0.6636363636363637
PCA (n_components=50) + SMOTE,Decision Tree,,2,1.7399059535712633,1.3,-0.15665161514414727,0.3795482907852701,0.6545454545454545
PCA (n_components=50) + SMOTE,Decision Tree,,5,1.6461809184174185,1.2492424242424245,-0.03539519895025278,0.43621217194349965,0.6454545454545455
PCA (n_components=50) + SMOTE,Decision Tree,,10,1.6476675970209513,1.267662337662338,-0.037266190100755825,0.4377942956168154,0.6636363636363637
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,10.0,2,1.9066270133773835,1.3733894299962306,-0.38893686174171505,0.31536350819168274,0.6363636363636364
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,10.0,5,1.8565712372374026,1.3930863996932,-0.31696506940984426,0.30384660339707614,0.6363636363636364
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,10.0,10,1.8593550813328281,1.39286994947675,-0.3209174888246018,0.2550401730739588,0.5909090909090909
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,20.0,2,1.9586637374403082,1.4545454545454546,-0.4657867315039945,0.28834804034373135,0.5454545454545454
