dimension_reduction_type,model,n_estimators,max_depth,rmse,mae,r2,spearman_r,within_1_acc
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,50,10.0,1.2871274210169525,1.089725967429055,0.35700430860282306,0.5738997106551247,0.7636363636363637
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,50,20.0,1.3242864287813818,1.1136363636363635,0.3193421862971516,0.5579403884146568,0.6636363636363637
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,50,30.0,1.2999160812074826,1.0807272727272728,0.34416345907108026,0.5881420128882814,0.7
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,50,,1.335193550831421,1.1087272727272726,0.30808391070053875,0.5767323830208324,0.6818181818181818
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,100,10.0,1.2868794648309936,1.0849432055892054,0.3572520220764426,0.6015271465703927,0.7363636363636363
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,100,20.0,1.2827913456067734,1.0793636363636363,0.36132925968693874,0.6042703232759644,0.7181818181818181
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,100,30.0,1.265428062680049,1.060272727272727,0.3785017641775724,0.6270828825394708,0.7545454545454545
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,100,,1.3018759192376628,1.104272727272727,0.34218440467025923,0.5842495542194116,0.7181818181818181
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,10,10.0,1.0948736925991105,0.8534820827745273,0.5347428896195183,0.70877687722613,0.8636363636363636
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,10,20.0,1.141967998277933,0.9081818181818182,0.4938574544521427,0.6884513857914619,0.8363636363636363
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,10,30.0,1.1090536506409419,0.9072727272727272,0.5226135488837567,0.7027291831759108,0.8636363636363636
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,10,,1.1562871615649808,0.9063636363636365,0.481084808827303,0.6824864940422488,0.8272727272727273
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,20,10.0,1.1072140924051925,0.8953442302441607,0.5241958922988865,0.7275579566026913,0.8454545454545455
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,20,20.0,1.0991422275409295,0.8986363636363635,0.5311080638953041,0.7241663057692992,0.9
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,20,30.0,1.1126136305605332,0.8790909090909091,0.5195438799076213,0.7074190581107506,0.8909090909090909
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,20,,1.1389089675490471,0.8959090909090909,0.4965654670259174,0.6982160926020485,0.8272727272727273
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,50,10.0,1.0522867627361978,0.8413984635778248,0.570232874151241,0.7503368952530115,0.8636363636363636
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,50,20.0,1.0339755580019552,0.8290909090909091,0.5850597895817296,0.772885742859383,0.8818181818181818
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,50,30.0,1.083908751610661,0.8712727272727272,0.5440151398511677,0.7329822593536862,0.8636363636363636
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,50,,1.1006741735698338,0.892,0.5298001026430588,0.7297216746317201,0.8272727272727273
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,100,10.0,1.0671571995614837,0.8557039143611259,0.5580005032150215,0.7391609175016706,0.8727272727272727
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,100,20.0,1.0971508556256064,0.8754545454545456,0.5328055555555554,0.726638560736214,0.8545454545454545
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,100,30.0,1.0876220934597725,0.8756363636363635,0.5408854888375674,0.7345346926082964,0.8909090909090909
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,100,,1.074990063379023,0.8674545454545456,0.5514881960482423,0.7447848849695125,0.8818181818181818
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,10,10.0,1.1518910098156974,0.9092058076389512,0.4850230923858049,0.6996200239908246,0.8363636363636363
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,10,20.0,1.1718671969437182,0.909090909090909,0.4670066717988196,0.6626698864547881,0.8272727272727273
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,10,30.0,1.1654105792302636,0.9163636363636364,0.4728637413394918,0.6861348314447208,0.8363636363636363
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,10,,1.176821605388468,0.9109090909090908,0.4624903772132408,0.665554788649218,0.8090909090909091
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,20,10.0,1.1154208915935084,0.8795108251910626,0.5171163214851358,0.7066535564163527,0.8090909090909091
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,20,20.0,1.1166915420114905,0.8854545454545455,0.5160155247626379,0.7173371239063951,0.8272727272727273
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,20,30.0,1.1365618009033769,0.9045454545454545,0.49863837567359515,0.7043531762750272,0.8181818181818182
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,20,,1.1031978311007753,0.8836363636363637,0.527641454965358,0.7157084662734097,0.8818181818181818
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,50,10.0,1.0924747235734988,0.8727577795377933,0.5367794982701882,0.7373504937506199,0.8272727272727273
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,50,20.0,1.0805941126822949,0.8634545454545454,0.5467997177315884,0.7514861374880532,0.8727272727272727
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,50,30.0,1.1021301688507164,0.8789090909090909,0.5285552989479088,0.7248913551968571,0.8272727272727273
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,50,,1.0646740858548727,0.8390909090909091,0.5600550423402618,0.7555838845327366,0.8454545454545455
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,100,10.0,1.1033994714597049,0.8715215571908238,0.5274687656282901,0.7286401386626569,0.8181818181818182
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,100,20.0,1.0792387889787707,0.8554545454545456,0.547935848088273,0.7318918454167557,0.8636363636363636
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,100,30.0,1.1092388872965593,0.8750909090909091,0.5224540672312036,0.7217963664562138,0.8272727272727273
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,100,,1.099865694280236,0.8777272727272728,0.530490601744932,0.7327357378789342,0.8363636363636363
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,10,10.0,1.2249401096300032,0.9779428780538082,0.42670159798596696,0.6353481201186486,0.8090909090909091
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,10,20.0,1.3303793033977533,1.07,0.3237582493921498,0.5659824669228192,0.7636363636363637
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,10,30.0,1.225820689838593,0.9845454545454545,0.4258770406391106,0.6598851513290813,0.7818181818181819
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,10,,1.3300717683985737,1.0618181818181818,0.3240708579367837,0.5639830117368962,0.7
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,20,10.0,1.2836477564225164,1.0236386220256504,0.37043184479839675,0.5925826704444482,0.7909090909090909
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,20,20.0,1.3157265535195235,1.0245454545454544,0.3385724209795067,0.5651886295355311,0.7818181818181819
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,20,30.0,1.2916955030994235,1.0040909090909091,0.36251302535602625,0.5847544051369677,0.7909090909090909
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,20,,1.2859556050586731,1.03,0.36816602987148306,0.6030473313429942,0.7727272727272727
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,50,10.0,1.2386236320536108,0.9843262804866446,0.4138216908406229,0.6313185562744666,0.8090909090909091
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,50,20.0,1.2589967145599419,1.0125454545454544,0.3943799930531433,0.6323282329165346,0.7727272727272727
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,50,30.0,1.2770975615896312,1.0281818181818183,0.3768405696422368,0.610899128803358,0.7727272727272727
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,50,,1.261518565423867,1.012909090909091,0.39195137200416796,0.6259179667002397,0.7636363636363637
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,100,10.0,1.2369068701322294,0.9809983500322771,0.41544547901412343,0.648570417592795,0.7818181818181819
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,100,20.0,1.2769687117972355,1.0205454545454546,0.3769663077457449,0.6132292838900548,0.7727272727272727
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,100,30.0,1.225396039876682,0.9788181818181818,0.42627474817645006,0.6610031739234333,0.7818181818181819
"Lasso (alpha=1.0, top-100) + SMOTE",Random Forest,100,,1.2678650630811696,1.0180000000000002,0.3858179923584576,0.6268588000275231,0.7818181818181819
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,10,10.0,1.2205695903843032,0.9947127287995966,0.43078529438416246,0.6429663702473638,0.7909090909090909
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,10,20.0,1.2831778733073036,1.0145454545454544,0.3708926710663424,0.5964811851855926,0.7454545454545455
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,10,30.0,1.18275487355119,0.9181818181818182,0.4655088572420978,0.6811571169634031,0.8090909090909091
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,10,,1.2185311575081623,0.9899999999999999,0.4326849600555748,0.638126883351607,0.7818181818181819
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,20,10.0,1.2196158580031855,0.9716799594961952,0.4316744962826914,0.6503375733960101,0.7545454545454545
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,20,20.0,1.2173088799030873,0.9686363636363635,0.4338225078152136,0.6536672637988717,0.8
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,20,30.0,1.2473790704731844,1.02,0.40550538381382406,0.6347340716734571,0.7363636363636363
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,20,,1.175372281449584,0.9309090909090907,0.47216047238624514,0.6679958753131479,0.8090909090909091
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,50,10.0,1.1940379202379126,0.9527196851687032,0.45526251807478724,0.6632954114018236,0.7818181818181819
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,50,20.0,1.1922629362229245,0.9592727272727274,0.45688086141021167,0.6676963375485719,0.7727272727272727
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,50,30.0,1.240725594158515,0.9936363636363637,0.4118304967002431,0.6336003613950689,0.7727272727272727
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,50,,1.1859066343749602,0.9554545454545456,0.46265647794373044,0.6874740328538295,0.7909090909090909
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,100,10.0,1.1794880040789546,0.9442632509725202,0.46845739946412934,0.6873188414439734,0.7818181818181819
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,100,20.0,1.2033604462655252,0.9692727272727273,0.4467231677665855,0.6631301623470914,0.7818181818181819
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,100,30.0,1.198149330501761,0.9754545454545456,0.45150468912816943,0.6600931940647597,0.7272727272727273
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,100,,1.1669096716619423,0.9349090909090908,0.47973393539423403,0.691121562148651,0.7818181818181819
PCA (n_components=50) + SMOTE,Random Forest,10,10.0,1.3166666469387476,1.000022896908286,0.33762689646508603,0.5712990811751374,0.7454545454545455
PCA (n_components=50) + SMOTE,Random Forest,10,20.0,1.3196762688422699,1.0063636363636363,0.33459534560611315,0.5772355311201676,0.7636363636363637
PCA (n_components=50) + SMOTE,Random Forest,10,30.0,1.3277458683457053,1.0363636363636366,0.32643278916290375,0.5460932365188511,0.7363636363636363
PCA (n_components=50) + SMOTE,Random Forest,10,,1.2521617670688925,0.9700000000000002,0.40093782563390057,0.6154151758098461,0.7636363636363637
PCA (n_components=50) + SMOTE,Random Forest,20,10.0,1.2514335191240036,0.9890363040259191,0.4016344431865936,0.6392210464728507,0.7909090909090909
PCA (n_components=50) + SMOTE,Random Forest,20,20.0,1.2726850642351677,0.9754545454545456,0.38113928447377554,0.6074646806062579,0.8
PCA (n_components=50) + SMOTE,Random Forest,20,30.0,1.2822210843262987,0.9781818181818183,0.37183049670024304,0.5951189505276981,0.7818181818181819
PCA (n_components=50) + SMOTE,Random Forest,20,,1.2669397632233206,0.9863636363636363,0.386714136853074,0.6014147377394491,0.7818181818181819
PCA (n_components=50) + SMOTE,Random Forest,50,10.0,1.2447460684246507,0.9700918530222823,0.40801248616030295,0.6087430871279594,0.7818181818181819
PCA (n_components=50) + SMOTE,Random Forest,50,20.0,1.223604214085287,0.9614545454545455,0.427951372004168,0.6277033997456593,0.8
PCA (n_components=50) + SMOTE,Random Forest,50,30.0,1.2435988830077733,0.9796363636363635,0.4091031608197291,0.6270364061640873,0.7727272727272727
PCA (n_components=50) + SMOTE,Random Forest,50,,1.263898730120416,0.989818181818182,0.3896547412295934,0.6078518949332566,0.8090909090909091
PCA (n_components=50) + SMOTE,Random Forest,100,10.0,1.2438355704539172,0.9536289254700052,0.4088782150194289,0.625618293136445,0.7636363636363637
