dimension_reduction_type,model,max_depth,min_samples_split,rmse,mae,r2,spearman_r,within_1_acc
"Ridge (alpha=1.0, top-100)",Decision Tree,10.0,5,1.7210632244978894,1.3231054428119038,-0.13173479853802683,0.3732614134653302,0.6090909090909091
"Ridge (alpha=1.0, top-100)",Decision Tree,10.0,10,1.6837046071228754,1.2622989150928083,-0.0831355763985675,0.3964356546091005,0.6545454545454545
"Ridge (alpha=1.0, top-100)",Decision Tree,20.0,2,1.7029386365926404,1.2454545454545463,-0.10802361931226145,0.4085117934407046,0.6636363636363637
"Ridge (alpha=1.0, top-100)",Decision Tree,20.0,5,1.6846190918767208,1.2143197062677589,-0.08431248113480438,0.43935078321504323,0.6818181818181818
"Ridge (alpha=1.0, top-100)",Decision Tree,20.0,10,1.696077066899588,1.273281707374938,-0.09911259414691886,0.4088015521917262,0.6454545454545455
"Ridge (alpha=1.0, top-100)",Decision Tree,30.0,2,1.7320508075688776,1.2727272727272732,-0.14623133032302915,0.4042394943724814,0.6636363636363637
"Ridge (alpha=1.0, top-100)",Decision Tree,30.0,5,1.717491245248485,1.2836101718996877,-0.12704195736565138,0.39220477370129936,0.6454545454545455
"Ridge (alpha=1.0, top-100)",Decision Tree,30.0,10,1.7371314702133491,1.2878129804567475,-0.1529657239618447,0.3858123330296738,0.6454545454545455
"Ridge (alpha=1.0, top-100)",Decision Tree,,2,1.7162326606420668,1.2727272727272732,-0.1253907606807927,0.3947915229492584,0.6454545454545455
"Ridge (alpha=1.0, top-100)",Decision Tree,,5,1.7491840700137247,1.2491063481972582,-0.1690202854702174,0.38456438133864,0.6636363636363637
"Ridge (alpha=1.0, top-100)",Decision Tree,,10,1.6598885935918144,1.2797872117590419,-0.05271037077104279,0.4031964960389593,0.6363636363636364
PCA (n_components=50),Decision Tree,10.0,2,1.7406046679065443,1.2404493127068323,-0.15758078184503543,0.39128954391925097,0.6636363636363637
PCA (n_components=50),Decision Tree,10.0,5,1.7094669970976264,1.2418594476918827,-0.1165353093374688,0.40402934377581107,0.6272727272727273
PCA (n_components=50),Decision Tree,10.0,10,1.720895218631481,1.2754161345089747,-0.13151385510926072,0.3834838713953783,0.6363636363636364
PCA (n_components=50),Decision Tree,20.0,2,1.6814495910590743,1.2090909090909099,-0.08023619312261232,0.42350981700667945,0.6363636363636364
PCA (n_components=50),Decision Tree,20.0,5,1.8179986799116015,1.3502126789030142,-0.2628103925586516,0.381017353759529,0.6181818181818182
PCA (n_components=50),Decision Tree,20.0,10,1.8244669834522218,1.34245708038161,-0.2718123484119397,0.3312150446610584,0.6272727272727273
PCA (n_components=50),Decision Tree,30.0,2,1.7241598744685116,1.227272727272728,-0.1358110455019106,0.40822507433261485,0.6363636363636364
PCA (n_components=50),Decision Tree,30.0,5,1.8239225478156584,1.3355747744346016,-0.2710534235753381,0.33809758524254285,0.6181818181818182
PCA (n_components=50),Decision Tree,30.0,10,1.7584568301396064,1.327333163146412,-0.18144753935779612,0.36519860607896115,0.6181818181818182
PCA (n_components=50),Decision Tree,,2,1.8290583767213517,1.3454545454545461,-0.2782216047238626,0.3659423033267276,0.6181818181818182
PCA (n_components=50),Decision Tree,,5,1.7109063964853144,1.2526586833303734,-0.11841638321910386,0.4181090195689119,0.6272727272727273
PCA (n_components=50),Decision Tree,,10,1.7681007474148078,1.3226982677656547,-0.1944419167452871,0.3712655208492371,0.6272727272727273
"Lasso→PCA (top-100, 95%var)",Decision Tree,10.0,2,1.8220568546396487,1.4304590952761234,-0.26845442851450585,0.3719366769957583,0.5818181818181818
"Lasso→PCA (top-100, 95%var)",Decision Tree,10.0,5,1.8963147789368482,1.467706056097058,-0.3739530096893846,0.32456837547646084,0.5636363636363636
"Lasso→PCA (top-100, 95%var)",Decision Tree,10.0,10,1.796322660574937,1.4320619641356793,-0.23287690551737472,0.3502519921171859,0.6545454545454545
"Lasso→PCA (top-100, 95%var)",Decision Tree,20.0,2,1.9725387425622576,1.5090909090909097,-0.48662730114623165,0.30301140622451095,0.5818181818181818
"Lasso→PCA (top-100, 95%var)",Decision Tree,20.0,5,1.9506426100092316,1.4906204317241958,-0.453805922605762,0.2994199495804939,0.5636363636363636
"Lasso→PCA (top-100, 95%var)",Decision Tree,20.0,10,1.8407814067653059,1.4608769334742011,-0.2946591893859478,0.3364964830052193,0.6454545454545455
"Lasso→PCA (top-100, 95%var)",Decision Tree,30.0,2,1.9977259799354596,1.5181818181818187,-0.5248350121569991,0.2857572562568188,0.5454545454545454
"Lasso→PCA (top-100, 95%var)",Decision Tree,30.0,5,1.958828965800337,1.469810187449102,-0.4660340427177003,0.29476108036073284,0.5818181818181818
"Lasso→PCA (top-100, 95%var)",Decision Tree,30.0,10,1.8453333269642893,1.4740082466055144,-0.3010700230516157,0.3237187760331208,0.6454545454545455
"Lasso→PCA (top-100, 95%var)",Decision Tree,,2,1.9493588689617931,1.436363636363637,-0.45189301840917007,0.3329499522735514,0.5818181818181818
"Lasso→PCA (top-100, 95%var)",Decision Tree,,5,1.8924043009970815,1.4580472390873316,-0.36829226893903333,0.33617621808063874,0.5727272727272728
"Lasso→PCA (top-100, 95%var)",Decision Tree,,10,1.8407814067653059,1.4608769334742011,-0.2946591893859478,0.3356278128442869,0.6454545454545455
"Ridge→PCA (top-100, 95%var)",Decision Tree,10.0,2,1.9561066953664585,1.482953837136021,-0.4619620507201234,0.22435618535757354,0.5636363636363636
"Ridge→PCA (top-100, 95%var)",Decision Tree,10.0,5,1.9311644219033048,1.5124941598344877,-0.4249168554594087,0.1987205011773776,0.5272727272727272
"Ridge→PCA (top-100, 95%var)",Decision Tree,10.0,10,1.9464106621432788,1.5461107106245333,-0.44750465865770783,0.15960163994645274,0.5363636363636364
"Ridge→PCA (top-100, 95%var)",Decision Tree,20.0,2,1.9656134827672411,1.5727272727272728,-0.47620701632511264,0.2088503646024827,0.5454545454545454
"Ridge→PCA (top-100, 95%var)",Decision Tree,20.0,5,1.967011097456722,1.5359963695248289,-0.4783070244076719,0.1867856149596966,0.5181818181818182
"Ridge→PCA (top-100, 95%var)",Decision Tree,20.0,10,1.9154117710308447,1.5103232301591176,-0.40176536223128445,0.191451357286743,0.5454545454545454
"Ridge→PCA (top-100, 95%var)",Decision Tree,30.0,2,1.9211738835693897,1.509090909090909,-0.4102118791246958,0.2196054547234658,0.5454545454545454
"Ridge→PCA (top-100, 95%var)",Decision Tree,30.0,5,1.976527586347297,1.5373900000973348,-0.4926458595175611,0.1487661475027236,0.5
"Ridge→PCA (top-100, 95%var)",Decision Tree,30.0,10,1.8992537336019448,1.4829126077486765,-0.3782150812994163,0.215302413536169,0.5545454545454546
"Ridge→PCA (top-100, 95%var)",Decision Tree,,2,2.053821272209882,1.5454545454545454,-0.6116707189996524,0.18338903925507305,0.5363636363636364
"Ridge→PCA (top-100, 95%var)",Decision Tree,,5,1.9561714706323363,1.512489344401802,-0.46205887626518405,0.19324776089407716,0.5545454545454546
"Ridge→PCA (top-100, 95%var)",Decision Tree,,10,1.9610099829720156,1.5562767017357326,-0.4693005101241732,0.1658432562710475,0.5181818181818182
"Lasso (alpha=1.0, top-100)",Decision Tree,10.0,2,1.7436156204779858,1.3074506603137817,-0.19684945103121576,0.39742664766063585,0.6090909090909091
"Lasso (alpha=1.0, top-100)",Decision Tree,10.0,5,1.686344326676465,1.2840189094562156,-0.11951659214530785,0.40902421123428573,0.6545454545454545
"Lasso (alpha=1.0, top-100)",Decision Tree,10.0,10,1.6708731476597138,1.2638925250449862,-0.0990690595523287,0.4215497804945762,0.6727272727272727
