dimension_reduction_type,model,rmse,mae,r2,spearman_r,within_1_acc
"Lasso (alpha=1.0, top-100)",Linear Regression,1.3569675204192364,1.0687573766524332,0.29645816720388896,0.5895763572434582,0.7181818181818181
"Ridge (alpha=1.0, top-100)",Linear Regression,1.4587767127647397,1.12700131330127,0.18692863929309833,0.5366730474780584,0.7181818181818181
PCA (n_components=50),Linear Regression,1.1464230101813793,0.8851623253833187,0.49784151090633266,0.7248131516245756,0.8181818181818182
