dimension_reduction_type,model,n_estimators,max_depth,learning_rate,rmse,mae,r2,spearman_r,within_1_acc
"Ridge (alpha=1.0, top-100)",Gradient Boosting,50,5,0.1,1.3387041721390458,1.0647289307977217,0.31526858403864655,0.5750387822312301,0.7454545454545455
"Ridge (alpha=1.0, top-100)",Gradient Boosting,100,2,0.05,1.2648102625707551,1.0343955707021248,0.3887740533745285,0.6247376471398274,0.7454545454545455
"Ridge (alpha=1.0, top-100)",Gradient Boosting,100,2,0.1,1.2541015645518907,0.99076360962256,0.399080303010542,0.6349595956974264,0.8272727272727273
"Ridge (alpha=1.0, top-100)",Gradient Boosting,100,3,0.05,1.294300857115427,1.028766490866065,0.3599388052786724,0.6084572229824606,0.7636363636363637
"Ridge (alpha=1.0, top-100)",Gradient Boosting,100,3,0.1,1.2973762955928798,1.0326957417294338,0.3568934430000231,0.6076964554984715,0.7909090909090909
"Ridge (alpha=1.0, top-100)",Gradient Boosting,100,5,0.05,1.321508476321614,1.0547739450740627,0.33274639864923194,0.5923842808661817,0.7818181818181819
"Ridge (alpha=1.0, top-100)",Gradient Boosting,100,5,0.1,1.3361860376452717,1.0621102358487622,0.3178421535540159,0.5790178267080943,0.7545454545454545
"Ridge (alpha=1.0, top-100)",Gradient Boosting,200,2,0.05,1.2535105697299929,1.0066042272776228,0.3996465358571406,0.6384452939877038,0.8
"Ridge (alpha=1.0, top-100)",Gradient Boosting,200,2,0.1,1.2645021573442436,0.9948694146485964,0.3890718039176553,0.6366701698583959,0.8090909090909091
"Ridge (alpha=1.0, top-100)",Gradient Boosting,200,3,0.05,1.29749596770038,1.0388568416621224,0.35677479513073307,0.6163230976957055,0.7818181818181819
"Ridge (alpha=1.0, top-100)",Gradient Boosting,200,3,0.1,1.3020617828723924,1.0347839501705616,0.3522398836198277,0.6137825953703843,0.8090909090909091
"Ridge (alpha=1.0, top-100)",Gradient Boosting,200,5,0.05,1.3240312776135494,1.0557362885797381,0.33019635063950536,0.5955333971786941,0.7818181818181819
"Ridge (alpha=1.0, top-100)",Gradient Boosting,200,5,0.1,1.3368234256111327,1.06301407925313,0.31719119194548395,0.5796310514073097,0.7545454545454545
PCA (n_components=50),Gradient Boosting,50,2,0.05,1.3208471819298317,1.0713161254733012,0.3334140306310608,0.6078684220597788,0.7272727272727273
PCA (n_components=50),Gradient Boosting,50,2,0.1,1.270753402966995,0.9942909372292721,0.38301645284216146,0.6418065030533283,0.7454545454545455
PCA (n_components=50),Gradient Boosting,50,3,0.05,1.2425075665045908,0.989198257716456,0.4101397853062605,0.6767095930763436,0.7545454545454545
PCA (n_components=50),Gradient Boosting,50,3,0.1,1.23043047949063,0.9602421277027812,0.4215508574694353,0.6725230665583912,0.7636363636363637
PCA (n_components=50),Gradient Boosting,50,5,0.05,1.2363119366186637,0.9750978107601495,0.41600766756221963,0.6415344710439019,0.7636363636363637
PCA (n_components=50),Gradient Boosting,50,5,0.1,1.2463979679610169,0.9553855681703818,0.4064401931257079,0.6255767967282274,0.7454545454545455
PCA (n_components=50),Gradient Boosting,100,2,0.05,1.268504286939038,0.9944806748724023,0.3851985277592953,0.6388648687819037,0.7454545454545455
PCA (n_components=50),Gradient Boosting,100,2,0.1,1.2636079913386644,0.9711216044915967,0.38993550838748614,0.6431804952365329,0.7545454545454545
PCA (n_components=50),Gradient Boosting,100,3,0.05,1.2228939439746846,0.9452366247226334,0.428615297662051,0.6828510614925465,0.7636363636363637
PCA (n_components=50),Gradient Boosting,100,3,0.1,1.2308025968237817,0.9576696164996503,0.42120092546614085,0.6600879762291877,0.7545454545454545
PCA (n_components=50),Gradient Boosting,100,5,0.05,1.232318782050926,0.9587567211327691,0.4197740400642497,0.6431251666922428,0.7727272727272727
PCA (n_components=50),Gradient Boosting,100,5,0.1,1.239984098181806,0.9484667530955158,0.41253330318925985,0.6381963155383982,0.7727272727272727
PCA (n_components=50),Gradient Boosting,200,2,0.05,1.2511774634155128,0.9692709300964976,0.40187928118973104,0.6392245043197895,0.7545454545454545
PCA (n_components=50),Gradient Boosting,200,2,0.1,1.2569998308724897,0.9538256808909139,0.3962996067055178,0.641589799588192,0.7545454545454545
PCA (n_components=50),Gradient Boosting,200,3,0.05,1.2299381279320671,0.9420896019738778,0.4220136928116911,0.668590129201769,0.7818181818181819
PCA (n_components=50),Gradient Boosting,200,3,0.1,1.2382992332249056,0.9648592036738455,0.41412869395417573,0.6486303568491094,0.7727272727272727
PCA (n_components=50),Gradient Boosting,200,5,0.05,1.2361370758408976,0.9574054435025089,0.41617285262405923,0.6396717433861346,0.7727272727272727
PCA (n_components=50),Gradient Boosting,200,5,0.1,1.245462719453304,0.9508792222839167,0.4073306272654321,0.6307085192111358,0.7727272727272727
"Lasso→PCA (top-100, 95%var)",Gradient Boosting,50,2,0.05,1.3751074966267522,1.1217171424846457,0.27752251128620953,0.5163041747912414,0.7090909090909091
"Lasso→PCA (top-100, 95%var)",Gradient Boosting,50,2,0.1,1.3418710093740964,1.068160135064068,0.31202515235202444,0.5402544831704172,0.7
"Lasso→PCA (top-100, 95%var)",Gradient Boosting,50,3,0.05,1.3576924001747106,1.0868541010788255,0.2957063150950391,0.5328519683293474,0.7181818181818181
"Lasso→PCA (top-100, 95%var)",Gradient Boosting,50,3,0.1,1.3310887267922042,1.0421322629604026,0.32303684666459875,0.5576287336279401,0.7272727272727273
"Lasso→PCA (top-100, 95%var)",Gradient Boosting,50,5,0.05,1.359143846945746,1.0792544929243602,0.29419965392166403,0.5278942517840267,0.7454545454545455
"Lasso→PCA (top-100, 95%var)",Gradient Boosting,50,5,0.1,1.4167607381867315,1.1219598449343562,0.23309062584433704,0.4719340399465978,0.7090909090909091
"Lasso→PCA (top-100, 95%var)",Gradient Boosting,100,2,0.05,1.333490450330972,1.0600963313498122,0.32059171266540887,0.5524140183285966,0.7272727272727273
"Lasso→PCA (top-100, 95%var)",Gradient Boosting,100,2,0.1,1.3103591022878562,1.0327273916801512,0.3439579455910039,0.5737570042885091,0.7545454545454545
"Lasso→PCA (top-100, 95%var)",Gradient Boosting,100,3,0.05,1.3272687864903434,1.03607499141792,0.32691675069444137,0.5536128034548825,0.7272727272727273
"Lasso→PCA (top-100, 95%var)",Gradient Boosting,100,3,0.1,1.3326784603153496,1.0270859748633472,0.32141887236980204,0.5677400250969589,0.7454545454545455
"Lasso→PCA (top-100, 95%var)",Gradient Boosting,100,5,0.05,1.3710533755472214,1.0771749317411041,0.28177627840938757,0.515934064793313,0.7363636363636363
"Lasso→PCA (top-100, 95%var)",Gradient Boosting,100,5,0.1,1.4214215452069163,1.1164489974696952,0.2280364258088713,0.4895884562871692,0.7181818181818181
"Lasso→PCA (top-100, 95%var)",Gradient Boosting,200,2,0.05,1.314962994240425,1.0378118000394123,0.3393398944619943,0.5681134927709172,0.7363636363636363
"Lasso→PCA (top-100, 95%var)",Gradient Boosting,200,2,0.1,1.3081902795180582,1.0286165311002533,0.346127826270202,0.5852422879407324,0.7727272727272727
"Lasso→PCA (top-100, 95%var)",Gradient Boosting,200,3,0.05,1.2982592329952238,1.0097122854334928,0.3560178049103573,0.5794835086225362,0.7363636363636363
"Lasso→PCA (top-100, 95%var)",Gradient Boosting,200,3,0.1,1.3620212421889224,1.0434356853801738,0.2912080407810905,0.5634751164745958,0.7636363636363637
"Lasso→PCA (top-100, 95%var)",Gradient Boosting,200,5,0.05,1.36660281123172,1.064737790975156,0.2864315498322043,0.5218957154405732,0.7363636363636363
"Lasso→PCA (top-100, 95%var)",Gradient Boosting,200,5,0.1,1.4499680076637624,1.1420024976526402,0.1967183238717395,0.4722614005003144,0.6909090909090909
"Ridge→PCA (top-100, 95%var)",Gradient Boosting,50,2,0.05,1.4044725732430607,1.1940428060388264,0.2463363911458205,0.5005481187686365,0.6272727272727273
"Ridge→PCA (top-100, 95%var)",Gradient Boosting,50,2,0.1,1.364848362570981,1.142359039476473,0.28826253626469023,0.527018216499433,0.7
"Ridge→PCA (top-100, 95%var)",Gradient Boosting,50,3,0.05,1.4108242919589666,1.1978241602750817,0.2395040982772938,0.4809479819538627,0.6454545454545455
"Ridge→PCA (top-100, 95%var)",Gradient Boosting,50,3,0.1,1.409321850025789,1.189872554836181,0.24112299942475734,0.47032951216218444,0.6909090909090909
"Ridge→PCA (top-100, 95%var)",Gradient Boosting,50,5,0.05,1.4296142391139275,1.1953519939593393,0.21911199724035324,0.48567857249066765,0.6636363636363637
"Ridge→PCA (top-100, 95%var)",Gradient Boosting,50,5,0.1,1.3807880268786328,1.1513933539810917,0.2715411140366355,0.5297800330019148,0.7363636363636363
"Ridge→PCA (top-100, 95%var)",Gradient Boosting,100,2,0.05,1.3746581550669923,1.1600134379855467,0.2779945996452221,0.5174187140650978,0.6909090909090909
"Ridge→PCA (top-100, 95%var)",Gradient Boosting,100,2,0.1,1.3346958172705221,1.1013443310752855,0.31936289784530414,0.5536496891510758,0.7090909090909091
"Ridge→PCA (top-100, 95%var)",Gradient Boosting,100,3,0.05,1.383329923352867,1.1731012204228997,0.26885660141445156,0.49941849432271324,0.6727272727272727
"Ridge→PCA (top-100, 95%var)",Gradient Boosting,100,3,0.1,1.4110165795394272,1.1779850348351004,0.23929678134468246,0.47192020781052535,0.7272727272727273
"Ridge→PCA (top-100, 95%var)",Gradient Boosting,100,5,0.05,1.409919722737604,1.170572931299063,0.24047899026713093,0.5035589137204236,0.7
"Ridge→PCA (top-100, 95%var)",Gradient Boosting,100,5,0.1,1.3719656439522436,1.1438855143562847,0.2808201802695992,0.5438842010838703,0.7454545454545455
"Ridge→PCA (top-100, 95%var)",Gradient Boosting,200,2,0.05,1.3451650311836143,1.1190044810069661,0.3086433285060315,0.5455947752448398,0.7181818181818181
"Ridge→PCA (top-100, 95%var)",Gradient Boosting,200,2,0.1,1.33705030286353,1.0859846155433537,0.3169594082576579,0.5530088001797153,0.7181818181818181
"Ridge→PCA (top-100, 95%var)",Gradient Boosting,200,3,0.05,1.3652689580162212,1.1453801352739457,0.2878238067054646,0.5198762235739839,0.7181818181818181
"Ridge→PCA (top-100, 95%var)",Gradient Boosting,200,3,0.1,1.4274851289455093,1.1742600793095392,0.22143620260623997,0.4712747081271406,0.7090909090909091
"Ridge→PCA (top-100, 95%var)",Gradient Boosting,200,5,0.05,1.4056603963584147,1.163649975517211,0.2450610403336072,0.5152101830055174,0.7
"Ridge→PCA (top-100, 95%var)",Gradient Boosting,200,5,0.1,1.3762416991763164,1.147937022566913,0.27633020631924765,0.5395086353729269,0.7545454545454545
