dimension_reduction_type,model,alpha,mean_squared_error,mean_absolute_error,f1_score,accuracy_score,prediction_std
PCA,Poisson Regression,0.0,30046.78380694404,30.81166300530875,0.17001481077062472,0.20909090909090908,171.18790752256862
PCA,Poisson Regression,0.001,29.016085129296208,2.4614603809663747,0.28800673011199324,0.2818181818181818,5.492134413815429
PCA,Poisson Regression,0.01,8.075497134295642,1.6666110912078924,0.336399688773114,0.32727272727272727,2.9713021103690624
PCA,Poisson Regression,0.1,3.2662454737128943,1.290523173905612,0.2986033085998585,0.3,1.8520925522013771
PCA,Poisson Regression,0.5,2.0909726370762725,1.1504136613358695,0.29226247436773756,0.3,1.3137755573127683
PCA,Poisson Regression,1.0,1.8255177217694514,1.1096746248321157,0.21933974469553216,0.23636363636363636,1.0673308838921427
PCA,Poisson Regression,5.0,1.826925955952067,1.137485770270151,0.148322267002193,0.21818181818181817,0.48164950329005374
PCA,Poisson Regression,10.0,2.0043756579886134,1.1950442275296942,0.09018847006651885,0.20909090909090908,0.2905469412389107
