dimension_reduction_type,model,max_depth,min_samples_split,rmse,mae,r2,spearman_r,within_1_acc
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,20.0,2,1.5462564764323838,1.1,0.08648836401528304,0.5144399124588326,0.6818181818181818
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,20.0,5,1.6916871919937078,1.2522727272727274,-0.09343039635675998,0.43816420171244075,0.6181818181818182
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,20.0,10,1.5542428651951952,1.1484992784992787,0.0770274496661385,0.5107947223926291,0.6727272727272727
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,30.0,2,1.5868780098614443,1.1363636363636365,0.037860368183396886,0.49810099646303063,0.6727272727272727
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,30.0,5,1.5204000005314922,1.0954545454545455,0.11678437729149782,0.5307806626190266,0.6727272727272727
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,30.0,10,1.6000269527100937,1.2171464646464647,0.021849644203326246,0.479487277110406,0.6272727272727273
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,,2,1.5314876902719607,1.0727272727272728,0.10385550538381372,0.5405780830196537,0.6909090909090909
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,,5,1.520420761805525,1.1446969696969698,0.11676025626181918,0.5119105437212867,0.6818181818181818
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,,10,1.5856660197231267,1.1584559884559886,0.03932948985236484,0.49578893972129773,0.6545454545454545
PCA (n_components=50) + SMOTE,Decision Tree,10.0,2,1.7444312551775734,1.3251515151515152,-0.1626760835166532,0.3585085306058844,0.6181818181818182
PCA (n_components=50) + SMOTE,Decision Tree,10.0,5,1.818790807102345,1.3972727272727272,-0.26391108023619325,0.2726769328944733,0.6181818181818182
PCA (n_components=50) + SMOTE,Decision Tree,10.0,10,1.6004452942870298,1.2518145743145743,0.021338084749549346,0.4276475113248821,0.6727272727272727
PCA (n_components=50) + SMOTE,Decision Tree,20.0,2,1.6431676725154984,1.190909090909091,-0.03160819729072606,0.42573423466379584,0.6818181818181818
PCA (n_components=50) + SMOTE,Decision Tree,20.0,5,1.7355099969446877,1.2909090909090906,-0.15081432596194677,0.35283124687231104,0.6181818181818182
PCA (n_components=50) + SMOTE,Decision Tree,20.0,10,1.5937402228268296,1.1988564213564215,0.02952112273646279,0.41718499853673774,0.6818181818181818
PCA (n_components=50) + SMOTE,Decision Tree,30.0,2,1.6292775867068985,1.1818181818181819,-0.014241055922195267,0.4347244404486185,0.6363636363636364
PCA (n_components=50) + SMOTE,Decision Tree,30.0,5,1.7158831692469771,1.3098484848484846,-0.12493246111690026,0.38862108206490087,0.6272727272727273
PCA (n_components=50) + SMOTE,Decision Tree,30.0,10,1.6236035855052147,1.2199603174603175,-0.007189115370589638,0.3961716481772541,0.6818181818181818
PCA (n_components=50) + SMOTE,Decision Tree,,2,1.7555108036745835,1.2818181818181817,-0.17749218478638418,0.33401603715121686,0.6363636363636364
PCA (n_components=50) + SMOTE,Decision Tree,,5,1.7218332079384449,1.2689393939393938,-0.13274767473273896,0.3726904404451193,0.6545454545454545
PCA (n_components=50) + SMOTE,Decision Tree,,10,1.68556525602297,1.238755411255411,-0.08553082860123618,0.3713607356338586,0.6636363636363637
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,10.0,2,1.8500349959419542,1.3624803390871394,-0.30770838306041726,0.3057101234513958,0.6363636363636364
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,10.0,5,1.8274180834059124,1.3449134941673535,-0.2759300231729185,0.3367710045444478,0.6545454545454545
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,10.0,10,1.8461999090761163,1.3966722582790587,-0.30229229409514624,0.27326501527489283,0.6090909090909091
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,20.0,2,1.9748417658131499,1.4454545454545455,-0.49010072941993754,0.262340459613066,0.5818181818181818
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,20.0,5,1.8781371062568861,1.4242424242424243,-0.3477384122573426,0.30268321201617304,0.6090909090909091
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,20.0,10,1.8327961195915465,1.3899675324675327,-0.2834511210798243,0.2916794454450524,0.5909090909090909
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,30.0,2,2.0845753873282074,1.5454545454545454,-0.6602987148315389,0.2182911554017243,0.5454545454545454
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,30.0,5,1.9105138396026162,1.478030303030303,-0.39460557292269716,0.2913400131446032,0.5909090909090909
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,30.0,10,1.9069073944481856,1.452521645021645,-0.38934539496397536,0.23934139485664988,0.5636363636363636
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,,2,1.9748417658131499,1.481818181818182,-0.49010072941993754,0.28212425006914377,0.5727272727272728
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,,5,1.854015570963129,1.3803030303030304,-0.31334182393578014,0.355503551119991,0.6545454545454545
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,,10,1.8440103291005316,1.3967135642135642,-0.29920510705536496,0.29894328946887677,0.5909090909090909
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,10.0,2,1.7094895426515562,1.1138378862516793,-0.11656476070806865,0.41427731172969257,0.7090909090909091
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,10.0,5,1.7160864513398786,1.1894359723760812,-0.12519902025686958,0.41364516410024044,0.6909090909090909
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,10.0,10,1.6060972971076348,1.1206480935882024,0.014413553124663081,0.4751198813230302,0.7181818181818181
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,20.0,2,1.7188791273808215,1.190909090909091,-0.12886418895449814,0.40466695030348043,0.6818181818181818
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,20.0,5,1.693440255512399,1.1462121212121212,-0.09569777314654027,0.41954794484974095,0.6818181818181818
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,20.0,10,1.6263416123885057,1.109404761904762,-0.010589004586692985,0.4799603026527061,0.7
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,30.0,2,1.6486909407714407,1.1181818181818182,-0.03855505383813829,0.45031454747878735,0.7272727272727273
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,30.0,5,1.6801349753378554,1.103030303030303,-0.0785477210451162,0.4251783928741568,0.7272727272727273
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,30.0,10,1.585680969219862,1.0582683982683982,0.03931137556073472,0.47924498805618704,0.7
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,,2,1.7989896154129508,1.2363636363636363,-0.23654046543938878,0.3670145261510625,0.6818181818181818
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,,5,1.6594921335800725,1.1318181818181818,-0.05220755663617771,0.43129813508554077,0.7090909090909091
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,,10,1.611057998186216,1.1006926406926407,0.00831585242384314,0.46591783155870714,0.7
"Lasso (alpha=1.0, top-100) + SMOTE",Decision Tree,10.0,2,1.8362634365158836,1.4296159267089497,-0.28831182671539923,0.3272646943610927,0.5727272727272728
"Lasso (alpha=1.0, top-100) + SMOTE",Decision Tree,10.0,5,1.8532170109883208,1.4267539738469972,-0.3122107046884801,0.3523875516106543,0.5727272727272728
"Lasso (alpha=1.0, top-100) + SMOTE",Decision Tree,10.0,10,1.8192943734529443,1.3939160710090943,-0.2646110521032632,0.3371227824736584,0.5727272727272728
"Lasso (alpha=1.0, top-100) + SMOTE",Decision Tree,20.0,2,1.824081337899362,1.4181818181818182,-0.2712747481764499,0.35251086376987534,0.5818181818181818
"Lasso (alpha=1.0, top-100) + SMOTE",Decision Tree,20.0,5,1.870524962774792,1.434848484848485,-0.3368357068426535,0.3341965844751877,0.5545454545454546
"Lasso (alpha=1.0, top-100) + SMOTE",Decision Tree,20.0,10,1.8480696629237807,1.4102417027417027,-0.3049314438767412,0.3428227751541985,0.5363636363636364
"Lasso (alpha=1.0, top-100) + SMOTE",Decision Tree,30.0,2,1.8829377433825436,1.4181818181818182,-0.35463702674539754,0.33580643854268616,0.5454545454545454
"Lasso (alpha=1.0, top-100) + SMOTE",Decision Tree,30.0,5,1.8353638892766213,1.3954545454545455,-0.2870499015861987,0.34959950273234847,0.5818181818181818
"Lasso (alpha=1.0, top-100) + SMOTE",Decision Tree,30.0,10,1.8634552598316056,1.4237518037518038,-0.3267495852495603,0.32355315937358237,0.5545454545454546
"Lasso (alpha=1.0, top-100) + SMOTE",Decision Tree,,2,1.8315418244051798,1.3909090909090909,-0.2816950329975685,0.36634882209350283,0.5818181818181818
"Lasso (alpha=1.0, top-100) + SMOTE",Decision Tree,,5,1.8839433176829987,1.4484848484848485,-0.3560842885261084,0.30257414338725985,0.5727272727272728
"Lasso (alpha=1.0, top-100) + SMOTE",Decision Tree,,10,1.8088953812599478,1.410494227994228,-0.25019546730737363,0.37618134151073995,0.5727272727272728
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,10.0,2,1.7535363359719682,1.293812582345191,-0.174844963435705,0.34101191124650887,0.6181818181818182
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,10.0,5,1.7931580210158449,1.3011907114624506,-0.22853673399333352,0.32905824469264344,0.6272727272727273
