feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
-14067.324955443848,-447.6724090878763,2169.7369275603282,-1331.9384439430858,4662.669784785901,-1667.1544705482024,5.0
-6032.2665203329925,-1316.0302332078165,-2155.221108903316,-2960.642552297297,-1046.1175473796811,-1309.7644353449712,5.0
797.1380775850488,-2684.688484785812,8361.102262730266,-2392.098986952716,4888.768061164954,-161.70368591213526,3.0
-8864.3758660896,-1108.9580003809278,1341.4445031042017,-4398.391432978606,-726.7355829229607,-3850.5606328768613,5.0
-12547.131683621114,-477.5959382260058,-2289.285428154676,1134.7061216372413,371.85181561472666,730.4970577210019,2.0
-8604.447881725793,-968.7001737193542,121.16594128297498,-2177.373038267911,-519.6914200593103,2606.1012163944497,4.0
13556.559029563938,-4408.07428691772,314.68519123685155,-2473.1545187553743,-1344.8195121134538,-4091.6851590972256,1.0
-13264.025863873461,-259.5392020488849,-3255.618451263792,132.8400344979938,284.40098182014503,768.7356758955715,3.0
25250.25326123344,196197.22544162706,1593.3626744332992,43.10894790819516,826.1742384106985,-3054.760820944572,0.0
1513.3524617203236,-2544.5819691831716,-241.41008254493659,1933.3694816716131,26.055451849438146,1109.6022405709255,2.0
-5117.721160405303,-1450.3877641103957,-2658.0698393921984,420.3377667352623,2265.8680732386597,1953.2335744257334,2.0
-7777.628025792084,-1128.2847549210449,-7.712174782209614,-1039.8100930568958,-1619.3383648611582,-1816.3008408374517,5.0
-5176.269160979308,-1717.0188250566603,2614.1768334655762,-1176.695633217458,2892.894091980812,1040.7443049625374,3.0
-10322.175149692595,-624.1745955987034,-3946.6971823624367,-895.0510855545155,-62.41283099431194,933.878159054451,3.0
-18838.08959492756,453.1697111724313,-1985.6243065488416,2026.9749044660437,-592.2313512206573,-1226.0956128512007,0.0
-7186.486118608005,-1155.4808669916604,-1847.9373568279286,-1841.718029843763,3223.367323737042,-34.493003316594745,5.0
-16031.392104285285,223.28111793213168,-3910.5279915057895,-1802.101263847295,-422.07862698117555,281.231678657846,5.0
64789.19068107087,-11244.126350919429,2731.731387423447,-2885.550496724743,-5084.45826537606,4767.298860830953,5.0
-11505.342239945985,-568.7655094958488,-843.2717038995518,-3271.2433966553704,-1086.875333374129,-9.595510248711843,5.0
-9063.716095178426,-1133.343211569769,1200.2989944540973,-1619.8492260395822,2233.2056687805207,-1714.192711906719,3.0
-4989.88433231488,-1778.5064816255863,3406.133572603354,731.9391405645835,5724.784505052281,1270.7937713060237,2.0
9105.608623380467,-3613.345075692039,-2739.7259240897756,7636.111096166705,-1302.9386191076608,-2121.7978238948617,0.0
2963.7809504777542,-2537.3683472012326,-1963.4718652094966,-2730.013717815169,-2183.4603887022463,668.6462223620919,5.0
248038.86598643963,-37130.08813608959,-967.3275353798448,4164.043943523857,6684.312944178844,11132.79945865611,2.0
1127.2213460566022,-2695.427113894217,1082.0545763352347,17324.225557106973,-1181.556008727159,-2138.6444190201746,1.0
-15964.393190073417,17.279158237718853,155.05844872245237,-4238.9619798315625,175.60694986563428,-1458.4873543567833,5.0
-16164.513101574365,8.334932871796223,-804.9067955824182,9688.0484994354,-2574.3125035867656,-2282.8035594026305,0.0
-12240.265941438149,-427.0191614080119,-2851.2373910683677,1058.0089761809886,565.940249243543,79.51103942954686,2.0
-2997.965922888288,-1864.034515467799,1582.7668920260053,-3035.8065724125086,-1188.7743919694,1639.7836477686828,5.0
-11638.428587338702,-502.28859330165574,-2896.839038376475,-113.41003389074875,142.491029298666,1104.724770431858,3.0
-8738.065846699103,-1180.0319059683757,-69.99132539917348,599.5622150320007,812.081514451218,-1394.9628967377955,5.0
-4372.440065458593,-1404.5660079323795,-2388.1501352514206,1955.8519795952147,-2484.418061138674,2694.1326867417642,5.0
12430.276959108858,-4014.631929111686,513.1312850332828,955.6599750780304,-479.22689122772215,5694.0756223210565,4.0
15338.827654040395,-4712.992629828314,6361.499983800219,7309.64017377326,6040.084455012198,3696.642023472852,2.0
-15593.12438344466,79.586909992269,-3434.6216238579786,2656.2597668210005,-1122.0532238016428,-282.9706204219893,2.0
1056.1897918978952,-2648.148386937151,-214.74840286861806,-964.551899402876,743.1537008692329,-3161.9040410320836,3.0
-12669.300648840699,-664.7218248085388,6194.287207048992,-2271.3293427757308,-2464.7703907214345,1905.6646678164336,2.0
-8263.879702202463,-1053.2101289961224,-1794.092616392007,238.71980254549658,665.7979766470744,1992.0181469438457,2.0
4182.681872116601,-2826.416271777168,-16.358951981520967,-995.4395522820097,-1580.6239845822192,1907.0796742247387,2.0
-4339.092428997778,-1937.4981221204596,12048.485324373261,-4615.62665473939,-3974.8769446502506,4162.832002631023,2.0
55884.38192725583,-10029.495077971766,-3237.370864744056,-74.28446681274559,-1445.0383050698429,4319.090462305,5.0
-3917.148280348195,-1859.1029749651188,1641.857638262443,-262.4287069960803,902.7102634538057,2248.413049719052,1.0
-2634.1053076224907,-1767.385445883225,-1050.9665338393693,-1850.4750749409884,-1521.6784303947675,1563.0121522617303,5.0
-13201.543238355662,1526.1721822637976,-2707.3757006389774,-756.5518995788755,535.3991706569673,1026.0552818422693,4.0
-5815.16516765784,-1428.6893457202978,490.0775305495783,-3723.1835790963655,-1474.5360964386784,-325.74156084271823,5.0
-8641.068052691868,-472.349598569461,-1131.8372176760786,-2491.495822477316,2515.37073098788,-1409.0447405149946,2.0
7220.490419622698,-3072.7951325923864,-709.5520015643588,-2159.346069552696,-2676.818263427055,4934.487891333835,2.0
-16578.719273846156,-206.73839919371895,7975.00326047397,-1895.6654897615203,2539.5880133568407,1520.9414014597005,3.0
13407.951382621613,-4139.937967111144,863.322125471719,-2526.604408622209,-4292.2199570224875,-2950.2006371769003,2.0
-7378.096408845725,-1002.0299525845808,-3567.802488483071,456.94246286059075,934.4768375789247,2536.4216229247913,5.0
-17456.81473740864,314.8006091765397,-2526.052667036528,-2645.899938549973,-57.579635038673594,-1294.3493427438539,5.0
-530.1697835100296,-2007.7805414575312,-3974.9049118334087,493.3560807144208,235.8548122043946,1954.1752379780153,2.0
7773.338226812284,-3493.5356129858806,-453.69091884188396,11963.432242219495,-63.834409537007055,-2290.382570043293,5.0
1187.1456075080373,-2546.6760539257234,-201.01278490383677,10012.49763454814,-3015.191073686471,-842.673238220116,4.0
20137.131804539087,-5488.368386404253,569.7590311598417,-4071.3616946940956,-527.3216163900638,-8651.750420302182,4.0
961.9333570209624,-2731.6574851558144,5268.15451438986,-4722.214499476793,2851.7646864270296,-7435.395939311752,5.0
-5195.207038000658,-1651.9217922152463,793.9015125963258,-3919.9683434632,-1239.5534431668077,-2995.7767465953852,2.0
-19424.766828708463,303.58824926862104,603.9537318064971,13015.603086221607,-3658.2967756672824,-3047.2975503358693,0.0
-9042.712355217926,-1078.8479182378633,-98.72237938397032,-904.4139375050157,-335.3415523685006,-2261.221705383857,2.0
-3927.9480958388226,-1702.9032656791412,-787.7229300244016,5466.527347218224,-2934.437623650842,96.71160582149949,3.0
-8883.690295532359,-1139.8896757475316,651.246938454856,2280.9338725017715,-910.9675516240154,-1537.4174075988396,2.0
3881.770211309899,-2912.5475707241376,-405.46532128501013,14855.369630490419,-3563.339285817336,-722.048874025406,0.0
7360.783280165719,-3102.649969020471,-3528.671985125707,-2553.9710944539447,-768.8240389945516,1929.8273696076317,5.0
-7380.316343557446,-1111.572651219346,-2653.618291362864,-1040.7663357252836,-463.00065457009566,1552.724846153018,1.0
-8581.637610459373,-1033.6103480311142,-420.7924009554511,-1928.7987063504463,-604.9751799604256,862.264536285582,5.0
-13988.04716795097,-442.7220135828017,2138.354960736961,-1760.731376380629,3039.7041081909665,-2580.6395514723977,4.0
3781.5443730273464,-3143.6598155721344,4606.08936321071,-5077.544144019568,-3291.3002427802276,-4699.351840128365,3.0
-4831.650392971914,-1804.6474878404715,1122.8221733908063,-888.5030604926146,2770.1885025547526,-2198.9054690663384,5.0
-9594.535179129987,-826.4211548653027,-1444.3905565367395,-371.0065766716282,-220.50789176952145,1347.933135178662,5.0
-14642.718704180857,-143.6142272062724,-2093.6525503161615,1394.0929351118605,421.5097469820983,1101.0684884647178,2.0
-9191.54438092724,-948.183918750884,-246.77905842754828,-911.5374326954101,3263.3518428612665,162.04906566906587,4.0
-2803.8389109991035,-2021.99024899089,3015.354480214615,-1449.8133528156325,1654.5218323118538,1100.572993284273,1.0
-13081.33160492071,-494.9520124649405,1605.9975224673965,-753.5744186183508,6300.981362076451,-19.723738907753187,5.0
2116.6352741457795,-3014.2895521385594,13691.586979656071,-2236.2093035316925,-3818.385922938901,5435.524410613049,1.0
-6008.361502035721,-1480.5356236110083,562.0903888559494,-2705.3159103978237,-558.9301808735024,-814.475310659609,4.0
13349.780554072366,-4383.0696555176455,4673.520907404854,1861.3671129517274,5685.552009019299,3396.8623135965995,1.0
-16487.001418319618,93.48439475852506,-958.2278870244829,-1746.5761810772024,-188.44954753547734,-556.5475858309107,2.0
-9936.487674272,-932.8806937102084,273.48531515711244,-345.256334380682,1263.3892323088794,352.60963406262425,2.0
-1415.7320123785391,-2215.7605782441697,-2.263138822369662,-851.0320411016238,1055.7177326797555,-3389.142805612355,3.0
29856.440508589963,-6605.990442641352,-5352.340509157076,-446.5019780542127,1345.1480265537887,-7327.7308787801,5.0
-10768.52447229584,-744.461465829687,-2683.4088791998706,1458.6638719346731,1716.1190554845946,801.552611160454,5.0
-16233.5279856336,37.85236262804835,-1039.2304593672013,-195.69280924241443,1104.8960077652523,718.2236357426796,2.0
-2075.94737861769,-1872.390410312981,-2676.619172838736,2207.5463723045623,392.99796366997236,1004.4280860522988,4.0
-15363.84682487285,157.7447413604908,-4901.768327745018,-1029.8513615969807,-403.35898550978726,-986.6029433869246,0.0
-8730.64809376117,-999.149408847239,-928.5278433613412,145.18855996949728,1095.0070913848133,1699.3568696961215,3.0
-7249.50820381763,-1076.7536583152548,-3995.717651219346,1593.014334656279,-484.11481632664027,1399.37849115929,4.0
-7753.629525198131,-986.1243205723782,-3285.1951496322918,-515.5971615931992,-140.9665533646504,720.5586296102978,4.0
-15680.533745562238,-23.235275975499057,-1267.879240163211,-331.52432454817125,519.8105796991531,941.7543223608204,2.0
-7925.446987106345,-1136.5710017299687,-780.5871941328918,-357.3067628406465,-1919.7340141351692,-1483.6889838183213,5.0
-7325.027157036323,-1109.7629396507105,-2409.9666270828093,-800.4055652278772,479.73533712762145,2083.0758523597087,3.0
-7715.79956862644,-1087.3473105034557,-3178.565102050299,-1648.2012253282567,450.50377552749404,-573.6973862711463,2.0
1920.380131379012,-2564.695479325578,1676.7704652769814,-2042.0721814454716,-1041.984278114307,3922.348437533846,4.0
-12204.697426037717,-898.2566155442977,4598.51211215664,17858.05864389141,-5960.779578300598,-3050.488153921908,0.0
12547.027397169515,-4424.464819109831,3498.907247995711,-4010.7641980636645,-2399.485744523937,-6556.909825532385,3.0
866.2070599568606,-2376.001919576793,-1037.1888525270651,-2197.293440761537,-1401.7431644580688,-1400.8027400588687,2.0
-10087.60628442952,-894.2232654037549,1378.2033552081812,-3120.113756604093,-101.25485840390321,-1656.3016375260931,4.0
7893.961452452222,-4129.539009094395,19310.158946947227,-5444.673637854484,-5934.424406200119,1049.884648421272,2.0
14936.816562663063,-4212.47027110873,-3240.187603935041,-1744.9857279324676,511.7597382832571,-384.4752041397291,5.0
-11262.283010966585,-512.3239485726514,-2563.281998896805,-2972.722955445546,-588.9049801619076,1192.4688146233436,4.0
1935.8855943472267,-2422.3519058581724,-3049.9735777542123,-1330.8387296886083,-210.19182352677734,1198.3563170532861,3.0
-11982.38434238777,-580.215966286494,-1334.590380258784,2735.6729993018735,-1208.8825723366344,-1140.1132948529914,3.0
-8029.8033356624965,-1149.548010559689,-1335.3428011242627,4074.134405088914,461.9864908863735,-1358.842101799443,2.0
49551.77002873264,141864.5757730532,-2731.1362541372123,1027.413629522977,-471.72075197164156,4615.050212820225,0.0
-14536.840236301565,-40.82125976999463,-2929.756180155486,-620.802375265104,1815.1625395008518,1909.6030893592342,5.0
3621.935117279476,-2714.2594563290872,-2851.2663167620312,2572.8921486133995,-43.034492358472995,2095.9040545190824,2.0
-2811.636642127354,-1589.799969077984,-2573.1598995517265,-1828.1980321743106,-1048.5377914863266,4662.388279997351,5.0
-19353.198727416915,1175.8294791098497,-731.7442876452187,3752.41346568021,420.3115767127652,-600.3023612497418,0.0
-7148.238370524356,-1036.147727556936,-1573.6624649723083,3813.059201893666,-826.7867429865879,-725.6577955044628,0.0
-12176.397222651174,-456.83989864855585,-929.5963227727697,-1661.835134348105,-767.0737562583596,-1400.9637526201288,4.0
-15254.722059121352,-96.7316633860786,-1572.1872106958588,367.7396024296959,1212.4528273924282,-1154.8304037407809,3.0
-12640.195353598672,-398.95512503372714,-2365.1463369508315,-727.6855643488934,477.04542802526475,469.9464035752684,2.0
-6050.046271503268,-1504.937316063376,8381.028861010935,-2552.2725154578657,-6208.023461181505,1629.1926900783,1.0
13663.123029619575,-3969.4480885501102,-3083.93131789946,425.56168174717357,-1754.057096032643,2134.390071212149,5.0
-8515.421437850691,-927.7422989542762,-2565.7087673092,-1225.6662874747499,2541.9112907301014,-163.07515863166117,5.0
-19797.17921769409,661.4954280047007,-2529.0589288830383,-2651.2767876669645,488.0704535922431,-71.33411717729041,5.0
-6773.686140342361,-1672.650951796835,10867.883960613313,8546.137277700831,-8667.85283726922,-187.92996300978857,3.0
-7563.255039333234,-925.5958212996785,-3880.2250623505115,-912.1317581812337,-734.8176997384959,2210.2215340313755,2.0
16023.260678304287,-4783.771579161307,4329.424324777804,-4083.5982505776683,-1992.6674650916761,-3352.7329355532825,3.0
-5872.51059977091,-1231.53291520796,-2145.1293739935077,-1283.38749337822,-326.3574679675394,3998.9187620763214,3.0
-276.1382238288045,-2131.616358946455,-1608.2320100352563,-2316.6518973481725,-243.03676536803476,1627.3517735817006,5.0
12907.769369759,-4219.936197745925,-192.52130300576667,-2663.551248619058,-959.0632480516061,-3826.806307114724,2.0
-11469.892838847423,-654.4202848488278,37.79324061616878,1026.1191334074529,4034.025465957675,1292.7820455444148,3.0
-895.6649944538798,-2230.858349330377,-15.69950086995291,1495.7528691965315,-55.70799107245854,915.4303919465519,3.0
35016.5631577116,-7465.445901870689,3687.835946041838,-4094.600015233806,-6685.27299300185,-1547.3646440620073,3.0
3558.039281114739,-2595.869630228091,-511.9156333102852,-4336.665657893943,-2516.9806248012237,1491.7241810654793,5.0
-15713.646531773365,-250.19548591891936,7855.240234793556,-2523.4151732175915,1158.0699100322984,3536.828888250267,2.0
23298.670873473562,-5443.966739305165,-1826.3688713277386,1235.7594644275946,-2231.6096167708265,2285.181270967591,2.0
-13935.25484815126,-299.44943408072703,-1544.0905444293485,477.2976013585212,3047.9744691298984,379.5710451536929,2.0
-3847.209028517007,-1470.8319150759428,-4276.4479727987955,125.73100558144394,-1011.6227840265769,222.53731558648911,4.0
-2143.029863673355,-2189.3782167535064,282.6941080422135,-208.45439698517887,2028.7474354810383,-75.13835466710881,3.0
-7806.419744312366,-1029.7401287705884,-3240.369871491473,-2594.023634900157,-192.8003895940418,116.62631596191713,3.0
-3071.3447476972096,-2175.522630390474,2242.7663355225072,3682.3295513424105,500.28478892730294,-818.6852712687944,3.0
27898.224331596466,-6075.732707628089,905.1518338310254,-4988.75934209681,-4116.27299645002,4561.512875616872,4.0
27817.418466459523,140233.16695319346,-2145.94289548481,636.8193924342663,402.6910483059855,2666.2095957119827,0.0
12507.566716754245,-3711.1662369936475,-3757.6551929352877,-3703.2029919483534,-2353.5084638322846,2095.1727502761446,4.0
18257.46196629525,-4726.3629304918695,-2406.1684436895343,-950.0793366409022,-1236.6807854830174,-1324.0410351780035,0.0
-2689.655374971923,-1975.3365041541565,-1176.029337152998,6370.606634795892,-630.3295033637958,-1002.9940692681985,4.0
-11447.188636336079,-732.1182259654328,14.390333499353835,2924.54989402957,1911.863758812986,-1528.7196508968334,2.0
-3425.130685436813,-1835.8887902043396,-511.7165107881782,3701.3959102244007,-524.741140968298,1265.7449807915568,2.0
-16392.215529250974,148.71873307517185,-1454.2251643846039,-3700.8925308072357,-809.4410862951095,-938.288204344869,5.0
8309.552244953687,-3279.0485437276534,-1542.367114151948,-2803.2523743698275,-2146.8886828355057,3103.066161728515,5.0
3132.8340880354526,-3017.6830410442885,2820.056439841487,-1691.5149230174409,192.98954758354589,-6695.22901439508,2.0
5100.608825361541,-2812.838981017467,-4264.943119492999,-3401.5038264089853,-358.28475434546385,-2526.397656539201,5.0
24851.196292256947,152130.33572982776,-771.6947614007826,-491.032639786961,275.591964492549,-2216.146987628023,0.0
-41.06269266245665,-2293.691735431706,-210.3203011472282,-2168.661167648038,303.7682536353723,971.6684682867539,2.0
-2755.134004115823,-1894.7663446758218,762.4285315594202,-3253.411532193697,-1319.8972418861547,-701.0068033040167,2.0
-699.0643401325449,-1901.7674796736312,-6188.603161272251,1087.8118447916333,-809.7882958607357,-1217.8434173097196,0.0
-7794.655468955189,-779.6831709213768,-8574.89813162943,288.2421239074095,1038.9891929452963,2638.8589641564818,2.0
-238.6029140097873,-2438.3066130408224,1080.2600149235009,-77.94816811745832,1260.588244698157,-880.6613466764048,1.0
-9738.402816319172,-1157.2089823828594,6970.318175703964,631.2192729896511,-1825.3194141501224,2738.5560604651105,2.0
-4163.076708158492,-1807.7275060360735,1301.4723180213416,815.477504220804,2374.0230198056224,543.1018062289545,1.0
2804.1463083127496,-2699.889253507424,-1764.8189704160854,4660.456900480518,-826.3940896072935,-533.3500921471818,0.0
-5035.287747756956,-1750.8218384752136,2040.1609768399237,11355.571631918672,1372.9853973808044,782.3430648187415,2.0
5034.582495213796,-3012.601240180207,-738.4965030597684,1716.400964171285,-612.7960015788349,2054.611527894089,2.0
32497.789872299483,-6958.758678929754,3412.2839164109328,-392.01017028224885,2864.847824273768,5128.953857402969,2.0
-18093.4187745111,249.76719528589024,-62.2286197812782,2568.388571971762,-477.7230733728823,-471.61599421085964,0.0
18454.81526192016,-4930.885041687645,4219.565894830616,-5387.961036965185,-4123.138593142198,-2098.96540282457,5.0
-12725.285766788395,-415.6207922936308,-2636.647970404461,2038.0094469713142,51.40194383648155,-786.684742537082,2.0
-10778.870589613169,-668.0165596728189,-2541.8788817363466,-135.5581835228664,1941.6537575798334,926.8561006170694,2.0
-11679.461873162629,-611.8535680296739,-626.8575903215733,-1687.1175829127276,593.5525123474357,1227.3716038197215,1.0
-20114.265629992984,557.6161159096428,114.05584056405029,-1996.8509658967491,56.86683788402857,-596.1369491601109,3.0
298.0266622441533,-2415.899798885038,2128.417817400636,4349.506341344688,-2324.437671535964,1800.5495986942803,3.0
-9582.1543252465,-1022.3874522924627,811.7845116898864,88.25910888217776,4551.9122221857715,851.4680109694442,3.0
28781.073248821624,-6271.158364080053,-5671.462242462479,304.40340607051377,755.9061755808942,2486.079113482358,2.0
-1310.9792053524695,-1939.5720736003786,-1155.6892697694177,-1283.9410653151913,-1324.3868721117942,2150.4025030930256,3.0
-10335.536538389188,-697.6182642613187,-2783.6811977015327,-1580.2810616015329,1382.61940134644,-5.001129909630677,3.0
2929.882665866244,-2669.647005793742,-62.60353876806955,907.5121525936099,-20.891772894843587,2673.951094111522,5.0
-277.3942536897169,-2324.6578732499243,-85.36626209969066,12821.151451300462,-2591.9285373856105,774.7711727299948,0.0
7646.873342607074,-3568.4245241413155,1542.482384409537,-2292.2747067103414,-437.39512426020667,-3161.112537250131,2.0
-12899.21374923296,-281.3078349405479,-3851.770151456609,-1355.2005535802102,327.0788161675248,290.4565512493024,2.0
-5072.943376853042,-1685.6291488571376,2609.593258254099,-211.49225287328287,1854.6637704305142,2110.2169833694657,2.0
-703.1128838277913,-2107.152512277151,-741.0652133063919,-2107.78855179683,-1519.4626938754107,1328.5439290470983,5.0
-9632.549409440266,-879.6658645031138,-746.0501777619169,-804.6714398521748,344.2294263689961,656.5763190503859,2.0
5128.678124287172,-3001.0292554026355,-820.4098261123154,-1586.1948715282042,2440.523306892539,-437.13100640508725,3.0
-3622.692130865963,-1626.4503621293304,-546.7411826657383,-2661.334989979939,-662.3291931993311,3176.2006575912364,5.0
-383.7221663679472,-2407.607072144144,2559.40517034879,-350.6406766429063,1349.6963806860135,-3438.7322364014112,2.0
-838.5161443258024,-1979.5302727156286,-1548.8947876846041,-3082.957081978449,17.05189029917526,1416.9229147832873,4.0
7758.584164786749,-3692.4460510489344,5067.712744236469,-5664.530705443289,-4256.126656176111,-4386.810280663135,5.0
24366.947998762917,-5929.589642092131,5948.870688300094,-8675.521370849456,-7066.370079411463,-5149.616501050384,1.0
39342.542281599424,-8112.434327633055,2240.5314530040646,128.07198914579277,1320.0360617752403,5138.92146295836,1.0
60656.37125859332,-11045.756666641231,-413.36162275324943,-4682.5486884912425,2466.6260905137215,-10079.897785864145,3.0
-5805.244877169905,-1483.899331029315,-624.6514578483431,-106.73327514994754,2584.1365445632955,468.6706680214191,2.0
-8169.578215686596,-993.3833632366878,-1191.7650776570977,-1693.3172824559697,3380.4606158248093,1870.015413339714,2.0
12687.625159201967,-4220.259924509626,2171.618022987387,-2277.8907503661017,1164.564550664068,709.9845349637359,3.0
9568.096040003142,-3701.9640750638146,1973.0518487190518,-6337.449361109547,-3243.8524333643322,-6960.126108867009,5.0
27916.010057098865,-6389.161337916147,2673.2831938336167,-5265.361046665097,-2654.7862807535516,-5058.864401270091,5.0
3015.819323955769,-2700.628130813176,-1110.8723301154434,-897.6497365720713,-24.240640779864965,2539.1721407812506,3.0
-9967.793579885634,-917.2419224254121,-812.0480348246141,3451.948099083523,-1856.668912885696,-2138.3821231559805,4.0
-5562.458248604145,-1477.7189310380122,-1056.4974413042648,6031.2351520088305,-267.24250696012365,1846.3819592574096,1.0
-4691.609325654188,-1404.743621842007,-2227.681221609708,-1895.873564069256,-56.45594449540332,4089.6840135889947,1.0
20866.65258357369,-5013.320029126773,-1209.8868620050023,5255.324789160539,-5721.535537874303,3273.40592940687,5.0
-9879.695502452601,-749.9596297504827,-3802.080222974338,934.1813014694624,106.10845750951869,688.5107797344449,2.0
-11484.24065923531,-558.3081664757397,-1487.7129472746435,-464.6648586056165,-491.28552825997446,37.02907332647945,2.0
-14706.355222030965,-39.74573681489661,-3506.9042623309415,451.33204300795944,-2.798485296511928,272.8581186037739,0.0
-7634.77471549434,-1221.2592165900164,880.1357318917048,1110.2319668804907,2762.166751330168,2760.4015162423207,2.0
-16670.393812125472,180.47979266189543,-1169.098853148151,-1150.9437499713501,3882.2662427528476,795.3049045007323,5.0
-10658.197159562162,-637.5723214188349,-1877.152789747436,-2018.258406198418,-343.0406770430042,1427.5586563119812,3.0
-2972.66821468281,-1952.9190703301247,582.4670055801457,85.55491361205587,6304.716019452147,797.9258972533739,5.0
2951.8094042766415,-2491.7833099090217,-3434.0321989607214,-1825.3617057726724,-1377.4868236624407,28.445997050010398,4.0
-9417.049922381599,-866.3475792919677,-851.6095681157216,-1812.5101917401216,-378.01644498015503,792.3955962959367,2.0
-4245.555011138165,-1619.13466628538,-878.647571106195,-1819.7989908578716,-1007.5820958732279,236.9011022702094,2.0
