feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
583.9166918158398,-2402.0612706176908,441.99135085742694,-3438.752444000017,2823.2437151245167,-3411.682441312605,3.0
-21356.911828170774,814.3570104449313,-1543.113188400545,-2350.989237030675,832.0294335774701,-764.0610937773774,3.0
14924.707087969951,-4311.318238526004,-885.8995335376884,701.3534226576716,5812.941454780717,912.5709845768538,4.0
-9750.172618297587,-982.5456488306144,-561.2986096412991,6761.322302207102,-570.6764072573252,-420.40338665899236,3.0
-10512.067722313888,-844.1407078143502,-330.6304336789652,-955.0362106216559,473.8932606575083,927.0274860406957,2.0
8065.913845415457,-3540.3392107351333,2856.856486586531,-972.4758055583462,-3005.815700597722,-155.86491216903462,3.0
17532.632768216026,-4691.102269498403,1307.8280723891862,-2917.9631307714994,-2996.3060855705758,1645.5748598383364,5.0
19679.60369506136,-4842.509254007512,-3924.900859914755,-1821.5332655277343,-1862.7511454893104,1461.1166482217716,5.0
-6476.487248051647,-1367.9877800911559,-1137.6912715425854,2721.776232143429,-212.4557853653206,-758.6719337467142,2.0
2310.1259125577053,-2815.1344914646934,2315.6638587675934,-4307.788429977515,-1243.1997094103447,-4145.427441403132,3.0
-7103.247620602261,-1298.7161155639521,-759.0715066580532,3501.459192775695,-374.01316583020053,1463.048925749459,1.0
-13157.661552425683,-387.15535404230377,-1989.5340919205653,2418.354349810816,780.2738853965448,255.0907158530073,2.0
-8018.681918387956,-1160.4933635686389,152.69349179038716,104.07749204040564,4930.548750032763,1584.0925882607607,4.0
-13443.088273131043,-810.1150178938223,12340.065417310438,-223.7587843553745,-4637.485415112254,1595.793770475838,3.0
17620.643937526882,-4844.259279756106,-1879.9014588491325,3668.1060742869195,700.855108898996,1038.1576407982975,2.0
-4525.039344857179,-1497.0704755486875,-3013.193389051814,1890.7407090972185,-1153.0996626240135,-13.221097103152262,0.0
444.4952815613257,-2417.0526589803244,751.5599033911402,-1065.6948197664594,550.4862575868545,1547.3854247110341,2.0
-1525.2676310905688,-2219.442325558981,1140.849741537614,-1992.6558195922116,-1044.866128723632,-3483.1504549672027,5.0
-8440.274860158841,-1076.2591027500187,-768.0723165972817,-2214.9747804864724,544.1854729740874,-691.3531504610761,5.0
31560.973741776157,230567.49078447817,4757.774205523206,-214.8838501137719,-418.6658173155985,-1377.1093767138943,0.0
-14454.517445187746,-149.43619607378253,-3078.618007590213,3819.657277755748,-484.9200142916498,-585.2402577117289,0.0
-5174.42507675233,-1661.4419515287448,1646.161918962486,-2958.5605139428208,-842.0982950225999,-2406.9884860913926,5.0
20023.0121804845,-5660.3524426598615,6025.12964920423,-5242.965990584744,-559.9289789508421,-9155.985647476837,1.0
-11692.676867237547,-539.2407122883811,-1247.9954757509536,-1873.9677245622743,631.1360599191952,1158.529142707142,4.0
22699.37577223259,-5229.990939657782,-5441.549737272702,-581.672203946729,-1170.2509789054984,4319.635801949175,5.0
-12679.996642709855,-488.97439354703454,-1570.975907771787,-375.2176193471663,2316.430541296532,-164.15927179258483,3.0
160626.04940202378,-24578.016762767693,-9384.391141274995,5034.9240506087235,-1662.6819623577728,14055.492429510145,2.0
-8183.418681721747,-1056.0939153802033,-1494.1134938734695,1025.1180833235592,-33.895144327421924,1066.1651785404836,5.0
-7487.7523919594605,-1314.9206010360704,277.58713302949246,1949.5330063295362,40.17274858145271,940.739033335065,1.0
-7407.749060608272,-1158.1809532701864,188.87630439993677,-2834.6758775139783,-337.67937345778097,1570.223181262504,5.0
-927.2991079882654,-2564.6107938052182,14447.208798117641,-2077.0397584990956,-4085.8696286413224,6670.765412411564,2.0
-5439.75378326131,-1537.169856602079,-720.0961032765247,-253.62506409530212,-460.8944516797036,-1398.1751810669175,2.0
-17663.842636356592,85.60686856357198,-722.8391618882134,6406.808513485247,3.4015071717898917,-1311.7359258954755,0.0
-9178.750177235997,-916.162698706375,-3055.9738663532207,4197.500652574416,365.0301584671867,32.873029491935526,0.0
31540.654889769514,-7125.245093976741,1575.6281628142892,16709.28471684333,-6787.000217203826,-6859.821746920421,3.0
17262.94951262078,-4805.151380249316,2225.0036041491653,-1440.4306824662192,-1529.9284266361067,4498.901914247072,4.0
-6738.685297694947,-1225.4202054919276,-2919.2848616294245,-874.6013306681955,1432.1970117028366,1537.7567885266901,5.0
29195.51622399773,-6926.691981198296,5583.923647384767,-2305.3974495412517,-4095.948214582203,-4331.753888016764,4.0
-13808.818059939309,-25.187513751926076,-3938.0760156541965,-1818.1285321270748,-1513.0278827726702,-1083.0829471970371,0.0
-3085.928735497657,-2084.363842010289,3068.653826117198,7903.353194487628,-3622.6406896735093,-2500.381484119081,4.0
1824.4846121703017,-2654.2553421195316,9179.032236715557,-4235.202431107969,-6262.283260033924,2065.43413563397,1.0
6326.508758084189,-3677.8948285538927,16671.260834248496,-6669.656479964627,-6660.287802194433,2094.9954066684563,4.0
-9651.060753448193,-929.5345005447244,-1235.135189126769,3655.6778082109695,-399.78260815508736,942.1260360522913,2.0
32884.953354821235,-7109.710483711588,-3368.1197024537573,467.8998616275622,-2159.7285679730817,-8809.512221773097,0.0
-7933.245184309816,-1186.4433030053403,-1019.4781832292326,-684.4072104507777,1384.591175700203,2624.8309638474084,4.0
7965.977329948485,-3514.553093369261,1078.7386083263705,-3132.897974539235,-1063.4879335005369,-1086.3358721558066,4.0
-12829.652916766721,-379.87803818669533,-2267.3205364208125,-967.3710898461111,231.47982534625345,-505.36702119325815,3.0
-3889.4964779700176,-1562.1248030564223,-2868.498270987424,1330.846128971044,-1575.7515149148173,-1084.1876410557734,1.0
-12879.67548123011,-385.06652638452454,-2098.9596234702735,86.18943691794979,-433.3172031728852,-395.3949037037736,3.0
11499.555037227967,-3946.4774772017536,508.89328202368625,94.24730318823656,-458.85653108137427,1187.4333169427116,4.0
-8123.641355755435,-974.1148648361481,-3174.8534471042285,-501.33978733410305,60.38482935818392,736.5728912514722,2.0
85.27190265469234,-2508.6538877470925,1724.6479668157663,9641.744237034862,-1375.4445901473325,-1758.3465545793097,2.0
-4434.916422642426,-1638.6957480844162,-2367.0235112588384,-3405.2355016494957,623.2981858269369,-3038.022702958707,4.0
-9488.790527491114,-836.6979496116035,-3078.459068998687,-1786.491217397453,934.2462106461792,-540.5325928173941,5.0
-13289.807303736201,-973.8642322959198,12503.034609738655,2677.5467585691677,8559.204749743616,1978.8793361524176,2.0
-10037.942093075837,-974.8958176478906,-105.42207567452901,5264.982599420973,-276.47217601844994,-1131.3573698280732,0.0
-7227.237921825928,-1263.8681504782521,-11.110619214036817,1034.2332116273149,7262.726909888732,1485.8522056027916,2.0
