feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
-4.863727107372964,2.616731371651418,0.8124642544722463,-0.0007467930225241102,0.31950306055543004,0.06759243887091486,-0.49554266469944724,0.0909416748545069,0.49766212509929464,-0.032581912539654874,0.2567767551089817,-0.06722732156058926,-0.5992539620991107,-0.06789181813835356,5.0
6.109008369219296,0.6436017441771531,-0.850256600088614,-1.0608431607751865,0.6410828949984385,-0.29755695685852024,-0.7477338033837202,0.20084267027252226,0.4865657360652385,-0.34217774881066126,0.15546022802690845,0.8525481483846172,-0.4419433238494443,-0.5815211251943293,4.0
-0.6479331550811366,0.09529272551462967,-0.2670308301863845,0.7832140832817324,-0.3500482899202405,0.862791059772315,-0.18095155432778495,0.5657446913495867,0.05231241017338134,0.336020563658608,0.036957445802298136,-0.11315796102481004,-0.12450626512359729,-0.0271872991408222,2.0
-2.850744267088448,0.5055226434087542,-0.24435321858550527,0.12930598828756268,-0.74936259486921,0.717832606782322,-0.23410590248331156,-0.16167636198980784,-0.29750117491411704,0.3386463877923303,-0.5483126340838491,0.3511484816968128,0.0392192515317044,-0.3356294634336251,4.0
5.613119884800681,2.6769346692533973,-1.4290051363592409,0.7656433606413902,0.4529897265347777,1.0921836724914626,-0.07130617103683412,0.7441570307720687,0.4511559268015959,-0.14735417092121816,-0.4070115138907827,0.3203154956796431,-0.19195275150138985,0.44793166207503166,0.0
-1.7171908388866524,2.5109024873271393,-0.6635875367663169,0.6676053097519471,1.4781862644946389,1.3321827605444467,-0.5657229626720327,-0.23954192248062572,-0.19575107761026445,0.09026424033367597,0.5763891284635742,-0.47798084263949625,-0.2151296836229044,0.16139551005901462,5.0
0.9410574947828803,0.9928491505475192,-0.25194437657915486,0.9518480124440248,-0.5132542670620237,0.08034641013847602,0.733470224408179,-0.12381626507989478,-0.013824250366550994,0.19696300088492394,-0.06463721059913777,-0.13700216352770328,0.07470625959588445,0.14802224144172757,5.0
1.5734460250296785,-0.535467311061632,0.5240166509191825,1.0832628839761924,-1.353245222794993,0.7688276920188984,0.7221478573192245,-0.4970267823993151,0.14423521887406704,-0.11005561500991615,0.05831793697502815,-0.05241528781276211,-0.15062351935481344,-0.07922608655132411,3.0
-1.2552444927399782,1.5035097101936286,2.5559308236256313,-0.3687407416215826,0.24683160934459525,0.10230595846014903,-0.8363277153080135,-0.4253281011455644,0.5728392915436349,0.08911595528333421,0.02348654524116655,0.2596264404435181,1.3339688814924084,0.1484765105200419,3.0
2.7909874263887176,-2.094865210709521,0.5812322371714264,-0.464376919765766,-0.4717517924324178,0.8733148602692292,-0.6768267920841657,0.24249090171744708,0.3341539402505571,0.07831161151691612,0.19691366366193386,-0.4652694557123292,-0.29009459384811587,0.21077126034940313,3.0
-2.6982298446677335,-1.297984883988576,-0.997255712599953,-0.9033699144168282,-0.7543483559147056,1.856227389010833,-0.7036160905110669,-0.3619029363095228,0.8287903960330613,-0.03484299776648458,-0.00920062450016307,0.40955533357273516,1.9731388125744833,-0.46869126979853676,3.0
0.6210830990400337,-1.9257062934336595,1.7261814656607986,-0.764679934750105,0.35143976808241323,-0.3539088231695002,0.5070473564300493,0.5698366231537074,-0.7483856735811818,-0.3234422156088866,-0.18728911125359637,-0.20684674120624952,-0.14324812294410666,-0.17334963010227702,3.0
-4.284251432492314,0.564301265816089,-0.11785202990645917,-1.3364819632282423,-0.5187402208152154,-0.09960742633618323,-0.11562043388039364,-0.1840966117867608,0.10044542190329359,0.22546687232557627,-0.02456508883474122,0.23856743929993893,-0.37419947129854797,0.09259851281682635,5.0
0.7165075827270124,1.5245716560059346,-0.1349972345040164,0.26748795385697277,-2.0156019462756136,0.4980119666361761,1.111534958506089,0.1156055905788477,0.29956627188989093,0.2552495880865158,0.42883449460710554,-0.013503619525589714,0.03892140727935664,0.8234090819136902,2.0
-3.0921768903059,-1.109768550453053,-0.8071938528909324,-0.9556261356742676,-0.7964953584411961,0.04789835878111641,0.3599889727148416,-0.7424434425309475,0.17954718954610294,-0.4730172389462745,0.04357086650563321,0.0039478283130187555,-0.1550548958289655,-0.055402837729116125,4.0
-1.0591233615011493,-1.5600590566547874,-0.07014411756799337,0.27104856539627203,0.20401087806352863,-0.647006071119592,-0.17330581868513634,-0.26244656917880804,0.5213052015625554,-0.23997687606070375,-0.3655337498247875,-0.4566132802143997,-0.19755869494147416,-0.3584287029860424,5.0
2.184353520123204,-1.6307513652790198,-0.17872368586753845,0.028923833827011632,0.0014705819072304263,-0.6124937549628331,0.0520849367196154,0.06245438139771725,0.24747883028363135,0.08567687585035053,-0.2106319695173076,-0.028315441876560453,-0.020251532707519497,-0.13161919526942126,1.0
-3.6105621248208566,-0.1352021631741038,-0.4694181797614396,-1.3719802273244563,0.5457637005794971,-0.29282835101129706,0.9487797644375762,0.4134317905919116,-0.3003539687987836,1.4504979380855079,-1.06651438157132,0.7002520945860073,-0.41053687194365396,0.09100207928295831,5.0
0.6549463218960135,2.8589347096400033,0.009706681432148806,-0.12121805820106087,1.5928647231209991,0.13083408471486022,0.10037639750288184,0.12635616414881767,-0.12340073637347157,0.06830595078464617,0.37753795325150297,-0.3931567372809462,-0.1994725204622304,-0.008540848577816831,5.0
2.3473589690720544,3.707600540728021,0.7869438133903003,1.8923291128757436,-0.4430146099374766,0.0005646046607848666,-0.1369098311537599,-0.0013347459616331809,0.08685329071906839,-0.48170171351782565,0.24475659970375643,-0.1480061482208027,0.15703478757222242,0.01930741141380758,0.0
-1.5371449935002168,1.9816326336800527,0.25123154010657345,-0.6269105191043589,-0.5371041758126938,-0.13438944889399812,-0.21957295996783624,0.8624040813833226,0.23742689924614568,0.07251882433904218,-0.27094550594565164,-0.4367304516246123,-0.14614414033222986,-0.35818976598455227,5.0
1.62720056838616,2.984229752764818,0.302151718161824,-0.5180648734934754,-0.7854834206711272,0.1081011431055178,0.363801955809822,-0.3677343723638822,0.18448416201351367,-0.09921166655800771,0.440401051103227,-0.319450614018543,-0.11550290719532777,0.4188466206318983,2.0
-0.19588344776355743,2.490796222213163,-2.609186836855727,0.03852887952695281,-0.8348858142050684,0.4154273769173971,0.46747408312564914,-0.7289956386821285,-0.341180471690335,0.24068552511609076,-0.11510109601843609,0.09251714931127931,0.0675159340374463,-0.016077400003836208,5.0
